student_id,course_id,enrollment_type
STU0056,C006,CORE
STU0056,C007,CORE
STU0057,C001,CORE
STU0057,C002,CORE
STU0057,C003,CORE
STU0057,C004,CORE
STU0057,C005,CORE
STU0057,C006,CORE
STU0057,C007,CORE
STU0058,C001,CORE
STU0058,C002,CORE
STU0058,C003,CORE
STU0058,C004,CORE
STU0058,C005,CORE
STU0058,C006,CORE
STU0058,C007,CORE
STU0059,C001,CORE
STU0059,C002,CORE
STU0059,C003,CORE
STU0059,C004,CORE
STU0059,C005,CORE
STU0059,C006,CORE
STU0059,C007,CORE
STU0060,C001,CORE
STU0060,C002,CORE
STU0060,C003,CORE
STU0060,C004,CORE
STU0060,C005,CORE
STU0060,C006,CORE
STU0060,C007,CORE
STU0061,C001,CORE
STU0061,C002,CORE
STU0061,C003,CORE
STU0061,C004,CORE
STU0061,C005,CORE
STU0061,C006,CORE
STU0061,C007,CORE
STU0062,C001,CORE
STU0062,C002,CORE
STU0062,C003,CORE
STU0062,C004,CORE
STU0062,C005,CORE
STU0062,C006,CORE
STU0062,C007,CORE
STU0063,C001,CORE
STU0063,C002,CORE
STU0063,C003,CORE
STU0063,C004,CORE
STU0063,C005,CORE
STU0063,C006,CORE
STU0063,C007,CORE
STU0064,C001,CORE
STU0064,C002,CORE
STU0064,C003,CORE
STU0064,C004,CORE
STU0064,C005,CORE
STU0064,C006,CORE
STU0064,C007,CORE
STU0065,C001,CORE
STU0065,C002,CORE
STU0065,C003,CORE
STU0065,C004,CORE
STU0065,C005,CORE
STU0065,C006,CORE
STU0065,C007,CORE
STU0066,C001,CORE
STU0066,C002,CORE
STU0066,C003,CORE
STU0066,C004,CORE
STU0066,C005,CORE
STU0066,C006,CORE
STU0066,C007,CORE
STU0067,C001,CORE
STU0067,C002,CORE
STU0067,C003,CORE
STU0067,C004,CORE
STU0067,C005,CORE
STU0067,C006,CORE
STU0067,C007,CORE
STU0068,C001,CORE
STU0068,C002,CORE
STU0068,C003,CORE
STU0068,C004,CORE
STU0068,C005,CORE
STU0068,C006,CORE
STU0068,C007,CORE
STU0069,C001,CORE
STU0069,C002,CORE
STU0069,C003,CORE
STU0069,C004,CORE
STU0069,C005,CORE
STU0069,C006,CORE
STU0069,C007,CORE
STU0070,C001,CORE
STU0070,C002,CORE
STU0070,C003,CORE
STU0070,C004,CORE
STU0070,C005,CORE
STU0070,C006,CORE
STU0070,C007,CORE
STU0071,C001,CORE
STU0071,C002,CORE
STU0071,C003,CORE
STU0071,C004,CORE
STU0071,C005,CORE
STU0071,C006,CORE
STU0071,C007,CORE
STU0072,C001,CORE
STU0072,C002,CORE
STU0072,C003,CORE
STU0072,C004,CORE
STU0072,C005,CORE
STU0072,C006,CORE
STU0072,C007,CORE
STU0073,C001,CORE
STU0073,C002,CORE
STU0073,C003,CORE
STU0073,C004,CORE
STU0073,C005,CORE
STU0073,C006,CORE
STU0073,C007,CORE
STU0074,C001,CORE
STU0074,C002,CORE
STU0074,C003,CORE
STU0074,C004,CORE
STU0074,C005,CORE
STU0074,C006,CORE
STU0074,C007,CORE
STU0075,C001,CORE
STU0075,C002,CORE
STU0075,C003,CORE
STU0075,C004,CORE
STU0075,C005,CORE
STU0075,C006,CORE
STU0075,C007,CORE
STU0076,C001,CORE
STU0076,C002,CORE
STU0076,C003,CORE
STU0076,C004,CORE
STU0076,C005,CORE
STU0076,C006,CORE
STU0076,C007,CORE
STU0077,C001,CORE
STU0077,C002,CORE
STU0077,C003,CORE
STU0077,C004,CORE
STU0077,C005,CORE
STU0077,C006,CORE
STU0077,C007,CORE
STU0078,C001,CORE
STU0078,C002,CORE
STU0078,C003,CORE
STU0078,C004,CORE
STU0078,C005,CORE
STU0078,C006,CORE
STU0078,C007,CORE
STU0079,C001,CORE
STU0079,C002,CORE
STU0079,C003,CORE
STU0079,C004,CORE
STU0079,C005,CORE
STU0079,C006,CORE
STU0079,C007,CORE
STU0080,C001,CORE
STU0080,C002,CORE
STU0080,C003,CORE
STU0080,C004,CORE
STU0080,C005,CORE
STU0080,C006,CORE
STU0080,C007,CORE
STU0081,C001,CORE
STU0081,C002,CORE
STU0081,C003,CORE
STU0081,C004,CORE
STU0081,C005,CORE
STU0081,C006,CORE
STU0081,C007,CORE
STU0082,C001,CORE
STU0082,C002,CORE
STU0082,C003,CORE
STU0082,C004,CORE
STU0082,C005,CORE
STU0082,C006,CORE
STU0082,C007,CORE
STU0083,C001,CORE
STU0083,C002,CORE
STU0083,C003,CORE
STU0083,C004,CORE
STU0083,C005,CORE
STU0083,C006,CORE
STU0083,C007,CORE
STU0084,C001,CORE
STU0084,C002,CORE
STU0084,C003,CORE
STU0084,C004,CORE
STU0084,C005,CORE
STU0084,C006,CORE
STU0084,C007,CORE
STU0085,C001,CORE
STU0085,C002,CORE
STU0085,C003,CORE
STU0085,C004,CORE
STU0085,C005,CORE
STU0085,C006,CORE
STU0085,C007,CORE
STU0086,C001,CORE
STU0086,C002,CORE
STU0086,C003,CORE
STU0086,C004,CORE
STU0086,C005,CORE
STU0086,C006,CORE
STU0086,C007,CORE
STU0087,C001,CORE
STU0087,C002,CORE
STU0087,C003,CORE
STU0087,C004,CORE
STU0087,C005,CORE
STU0087,C006,CORE
STU0087,C007,CORE
STU0088,C001,CORE
STU0088,C002,CORE
STU0088,C003,CORE
STU0088,C004,CORE
STU0088,C005,CORE
STU0088,C006,CORE
STU0088,C007,CORE
STU0089,C001,CORE
STU0089,C002,CORE
STU0089,C003,CORE
STU0089,C004,CORE
STU0089,C005,CORE
STU0089,C006,CORE
STU0089,C007,CORE
STU0090,C001,CORE
STU0090,C002,CORE
STU0090,C003,CORE
STU0090,C004,CORE
STU0090,C005,CORE
STU0090,C006,CORE
STU0090,C007,CORE
STU0091,C001,CORE
STU0091,C002,CORE
STU0091,C003,CORE
STU0091,C004,CORE
STU0091,C005,CORE
STU0091,C006,CORE
STU0091,C007,CORE
STU0092,C001,CORE
STU0092,C002,CORE
STU0092,C003,CORE
STU0092,C004,CORE
STU0092,C005,CORE
STU0092,C006,CORE
STU0092,C007,CORE
STU0093,C001,CORE
STU0093,C002,CORE
STU0093,C003,CORE
STU0093,C004,CORE
STU0093,C005,CORE
STU0093,C006,CORE
STU0093,C007,CORE
STU0094,C001,CORE
STU0094,C002,CORE
STU0094,C003,CORE
STU0094,C004,CORE
STU0094,C005,CORE
STU0094,C006,CORE
STU0094,C007,CORE
STU0095,C001,CORE
STU0095,C002,CORE
STU0095,C003,CORE
STU0095,C004,CORE
STU0095,C005,CORE
STU0095,C006,CORE
STU0095,C007,CORE
STU0096,C001,CORE
STU0096,C002,CORE
STU0096,C003,CORE
STU0096,C004,CORE
STU0096,C005,CORE
STU0096,C006,CORE
STU0096,C007,CORE
STU0097,C001,CORE
STU0097,C002,CORE
STU0097,C003,CORE
STU0097,C004,CORE
STU0097,C005,CORE
STU0097,C006,CORE
STU0097,C007,CORE
STU0098,C001,CORE
STU0098,C002,CORE
STU0098,C003,CORE
STU0098,C004,CORE
STU0098,C005,CORE
STU0098,C006,CORE
STU0098,C007,CORE
STU0099,C001,CORE
STU0099,C002,CORE
STU0099,C003,CORE
STU0099,C004,CORE
STU0099,C005,CORE
STU0099,C006,CORE
STU0099,C007,CORE
STU0100,C001,CORE
STU0100,C002,CORE
STU0100,C003,CORE
STU0100,C004,CORE
STU0100,C005,CORE
STU0100,C006,CORE
STU0100,C007,CORE
STU0101,C001,CORE
STU0101,C002,CORE
STU0101,C003,CORE
STU0101,C004,CORE
STU0101,C005,CORE
STU0101,C006,CORE
STU0101,C007,CORE
STU0102,C001,CORE
STU0102,C002,CORE
STU0102,C003,CORE
STU0102,C004,CORE
STU0102,C005,CORE
STU0102,C006,CORE
STU0102,C007,CORE
STU0103,C001,CORE
STU0103,C002,CORE
STU0103,C003,CORE
STU0103,C004,CORE
STU0103,C005,CORE
STU0103,C006,CORE
STU0103,C007,CORE
STU0104,C001,CORE
STU0104,C002,CORE
STU0104,C003,CORE
STU0104,C004,CORE
STU0104,C005,CORE
STU0104,C006,CORE
STU0104,C007,CORE
STU0105,C001,CORE
STU0105,C002,CORE
STU0105,C003,CORE
STU0105,C004,CORE
STU0105,C005,CORE
STU0105,C006,CORE
STU0105,C007,CORE
STU0106,C001,CORE
STU0106,C002,CORE
STU0106,C003,CORE
STU0106,C004,CORE
STU0106,C005,CORE
STU0106,C006,CORE
STU0106,C007,CORE
STU0107,C001,CORE
STU0107,C002,CORE
STU0107,C003,CORE
STU0107,C004,CORE
STU0107,C005,CORE
STU0107,C006,CORE
STU0107,C007,CORE
STU0108,C001,CORE
STU0108,C002,CORE
STU0108,C003,CORE
STU0108,C004,CORE
STU0108,C005,CORE
STU0108,C006,CORE
STU0108,C007,CORE
STU0109,C001,CORE
STU0109,C002,CORE
STU0109,C003,CORE
STU0109,C004,CORE
STU0109,C005,CORE
STU0109,C006,CORE
STU0109,C007,CORE
STU0110,C001,CORE
STU0110,C002,CORE
STU0110,C003,CORE
STU0110,C004,CORE
STU0110,C005,CORE
STU0110,C006,CORE
STU0110,C007,CORE
STU0111,C001,CORE
STU0111,C002,CORE
STU0111,C003,CORE
STU0111,C004,CORE
STU0111,C005,CORE
STU0111,C006,CORE
STU0111,C007,CORE
STU0112,C001,CORE
STU0112,C002,CORE
STU0112,C003,CORE
STU0112,C004,CORE
STU0112,C005,CORE
STU0112,C006,CORE
STU0112,C007,CORE
STU0113,C001,CORE
STU0113,C002,CORE
STU0113,C003,CORE
STU0113,C004,CORE
STU0113,C005,CORE
STU0113,C006,CORE
STU0113,C007,CORE
STU0114,C001,CORE
STU0114,C002,CORE
STU0114,C003,CORE
STU0114,C004,CORE
STU0114,C005,CORE
STU0114,C006,CORE
STU0114,C007,CORE
STU0115,C001,CORE
STU0115,C002,CORE
STU0115,C003,CORE
STU0115,C004,CORE
STU0115,C005,CORE
STU0115,C006,CORE
STU0115,C007,CORE
STU0116,C001,CORE
STU0116,C002,CORE
STU0116,C003,CORE
STU0116,C004,CORE
STU0116,C005,CORE
STU0116,C006,CORE
STU0116,C007,CORE
STU0117,C001,CORE
STU0117,C002,CORE
STU0117,C003,CORE
STU0117,C004,CORE
STU0117,C005,CORE
STU0117,C006,CORE
STU0117,C007,CORE
STU0118,C001,CORE
STU0118,C002,CORE
STU0118,C003,CORE
STU0118,C004,CORE
STU0118,C005,CORE
STU0118,C006,CORE
STU0118,C007,CORE
STU0119,C001,CORE
STU0119,C002,CORE
STU0119,C003,CORE
STU0119,C004,CORE
STU0119,C005,CORE
STU0119,C006,CORE
STU0119,C007,CORE
STU0120,C001,CORE
STU0120,C002,CORE
STU0120,C003,CORE
STU0120,C004,CORE
STU0120,C005,CORE
STU0120,C006,CORE
STU0120,C007,CORE
STU0121,C001,CORE
STU0121,C002,CORE
STU0121,C003,CORE
STU0121,C004,CORE
STU0121,C005,CORE
STU0121,C006,CORE
STU0121,C007,CORE
STU0122,C001,CORE
STU0122,C002,CORE
STU0122,C003,CORE
STU0122,C004,CORE
STU0122,C005,CORE
STU0122,C006,CORE
STU0122,C007,CORE
STU0123,C001,CORE
STU0123,C002,CORE
STU0123,C003,CORE
STU0123,C004,CORE
STU0123,C005,CORE
STU0123,C006,CORE
STU0123,C007,CORE
STU0124,C001,CORE
STU0124,C002,CORE
STU0124,C003,CORE
STU0124,C004,CORE
STU0124,C005,CORE
STU0124,C006,CORE
STU0124,C007,CORE
STU0125,C001,CORE
STU0125,C002,CORE
STU0125,C003,CORE
STU0125,C004,CORE
STU0125,C005,CORE
STU0125,C006,CORE
STU0125,C007,CORE
STU0126,C001,CORE
STU0126,C002,CORE
STU0126,C003,CORE
STU0126,C004,CORE
STU0126,C005,CORE
STU0126,C006,CORE
STU0126,C007,CORE
STU0127,C001,CORE
STU0127,C002,CORE
STU0127,C003,CORE
STU0127,C004,CORE
STU0127,C005,CORE
STU0127,C006,CORE
STU0127,C007,CORE
STU0128,C001,CORE
STU0128,C002,CORE
STU0128,C003,CORE
STU0128,C004,CORE
STU0128,C005,CORE
STU0128,C006,CORE
STU0128,C007,CORE
STU0129,C001,CORE
STU0129,C002,CORE
STU0129,C003,CORE
STU0129,C004,CORE
STU0129,C005,CORE
STU0129,C006,CORE
STU0129,C007,CORE
STU0130,C001,CORE
STU0130,C002,CORE
STU0130,C003,CORE
STU0130,C004,CORE
STU0130,C005,CORE
STU0130,C006,CORE
STU0130,C007,CORE
STU0131,C001,CORE
STU0131,C002,CORE
STU0131,C003,CORE
STU0131,C004,CORE
STU0131,C005,CORE
STU0131,C006,CORE
STU0131,C007,CORE
STU0132,C001,CORE
STU0132,C002,CORE
STU0132,C003,CORE
STU0132,C004,CORE
STU0132,C005,CORE
STU0132,C006,CORE
STU0132,C007,CORE
STU0133,C001,CORE
STU0133,C002,CORE
STU0133,C003,CORE
STU0133,C004,CORE
STU0133,C005,CORE
STU0133,C006,CORE
STU0133,C007,CORE
STU0134,C001,CORE
STU0134,C002,CORE
STU0134,C003,CORE
STU0134,C004,CORE
STU0134,C005,CORE
STU0134,C006,CORE
STU0134,C007,CORE
STU0135,C001,CORE
STU0135,C002,CORE
STU0135,C003,CORE
STU0135,C004,CORE
STU0135,C005,CORE
STU0135,C006,CORE
STU0135,C007,CORE
STU0136,C001,CORE
STU0136,C002,CORE
STU0136,C003,CORE
STU0136,C004,CORE
STU0136,C005,CORE
STU0136,C006,CORE
STU0136,C007,CORE
STU0137,C001,CORE
STU0137,C002,CORE
STU0137,C003,CORE
STU0137,C004,CORE
STU0137,C005,CORE
STU0137,C006,CORE
STU0137,C007,CORE
STU0138,C001,CORE
STU0138,C002,CORE
STU0138,C003,CORE
STU0138,C004,CORE
STU0138,C005,CORE
STU0138,C006,CORE
STU0138,C007,CORE
STU0139,C001,CORE
STU0139,C002,CORE
STU0139,C003,CORE
STU0139,C004,CORE
STU0139,C005,CORE
STU0139,C006,CORE
STU0139,C007,CORE
STU0140,C001,CORE
STU0140,C002,CORE
STU0140,C003,CORE
STU0140,C004,CORE
STU0140,C005,CORE
STU0140,C006,CORE
STU0140,C007,CORE
STU0141,C001,CORE
STU0141,C002,CORE
STU0141,C003,CORE
STU0141,C004,CORE
STU0141,C005,CORE
STU0141,C006,CORE
STU0141,C007,CORE
STU0142,C001,CORE
STU0142,C002,CORE
STU0142,C003,CORE
STU0142,C004,CORE
STU0142,C005,CORE
STU0142,C006,CORE
STU0142,C007,CORE
STU0143,C001,CORE
STU0143,C002,CORE
STU0143,C003,CORE
STU0143,C004,CORE
STU0143,C005,CORE
STU0143,C006,CORE
STU0143,C007,CORE
STU0144,C001,CORE
STU0144,C002,CORE
STU0144,C003,CORE
STU0144,C004,CORE
STU0144,C005,CORE
STU0144,C006,CORE
STU0144,C007,CORE
STU0145,C001,CORE
STU0145,C002,CORE
STU0145,C003,CORE
STU0145,C004,CORE
STU0145,C005,CORE
STU0145,C006,CORE
STU0145,C007,CORE
STU0146,C001,CORE
STU0146,C002,CORE
STU0146,C003,CORE
STU0146,C004,CORE
STU0146,C005,CORE
STU0146,C006,CORE
STU0146,C007,CORE
STU0147,C001,CORE
STU0147,C002,CORE
STU0147,C003,CORE
STU0147,C004,CORE
STU0147,C005,CORE
STU0147,C006,CORE
STU0147,C007,CORE
STU0148,C001,CORE
STU0148,C002,CORE
STU0148,C003,CORE
STU0148,C004,CORE
STU0148,C005,CORE
STU0148,C006,CORE
STU0148,C007,CORE
STU0149,C001,CORE
STU0149,C002,CORE
STU0149,C003,CORE
STU0149,C004,CORE
STU0149,C005,CORE
STU0149,C006,CORE
STU0149,C007,CORE
STU0150,C001,CORE
STU0150,C002,CORE
STU0150,C003,CORE
STU0150,C004,CORE
STU0150,C005,CORE
STU0150,C006,CORE
STU0150,C007,CORE
STU0151,C001,CORE
STU0151,C002,CORE
STU0151,C003,CORE
STU0151,C004,CORE
STU0151,C005,CORE
STU0151,C006,CORE
STU0151,C007,CORE
STU0152,C001,CORE
STU0152,C002,CORE
STU0152,C003,CORE
STU0152,C004,CORE
STU0152,C005,CORE
STU0152,C006,CORE
STU0152,C007,CORE
STU0153,C001,CORE
STU0153,C002,CORE
STU0153,C003,CORE
STU0153,C004,CORE
STU0153,C005,CORE
STU0153,C006,CORE
STU0153,C007,CORE
STU0154,C001,CORE
STU0154,C002,CORE
STU0154,C003,CORE
STU0154,C004,CORE
STU0154,C005,CORE
STU0154,C006,CORE
STU0154,C007,CORE
STU0155,C001,CORE
STU0155,C002,CORE
STU0155,C003,CORE
STU0155,C004,CORE
STU0155,C005,CORE
STU0155,C006,CORE
STU0155,C007,CORE
STU0156,C001,CORE
STU0156,C002,CORE
STU0156,C003,CORE
STU0156,C004,CORE
STU0156,C005,CORE
STU0156,C006,CORE
STU0156,C007,CORE
STU0157,C001,CORE
STU0157,C002,CORE
STU0157,C003,CORE
STU0157,C004,CORE
STU0157,C005,CORE
STU0157,C006,CORE
STU0157,C007,CORE
STU0158,C001,CORE
STU0158,C002,CORE
STU0158,C003,CORE
STU0158,C004,CORE
STU0158,C005,CORE
STU0158,C006,CORE
STU0158,C007,CORE
STU0159,C001,CORE
STU0159,C002,CORE
STU0159,C003,CORE
STU0159,C004,CORE
STU0159,C005,CORE
STU0159,C006,CORE
STU0159,C007,CORE
STU0160,C001,CORE
STU0160,C002,CORE
STU0160,C003,CORE
STU0160,C004,CORE
STU0160,C005,CORE
STU0160,C006,CORE
STU0160,C007,CORE
STU0161,C001,CORE
STU0161,C002,CORE
STU0161,C003,CORE
STU0161,C004,CORE
STU0161,C005,CORE
STU0161,C006,CORE
STU0161,C007,CORE
STU0162,C001,CORE
STU0162,C002,CORE
STU0162,C003,CORE
STU0162,C004,CORE
STU0162,C005,CORE
STU0162,C006,CORE
STU0162,C007,CORE
STU0163,C001,CORE
STU0163,C002,CORE
STU0163,C003,CORE
STU0163,C004,CORE
STU0163,C005,CORE
STU0163,C006,CORE
STU0163,C007,CORE
STU0164,C001,CORE
STU0164,C002,CORE
STU0164,C003,CORE
STU0164,C004,CORE
STU0164,C005,CORE
STU0164,C006,CORE
STU0164,C007,CORE
STU0165,C001,CORE
STU0165,C002,CORE
STU0165,C003,CORE
STU0165,C004,CORE
STU0165,C005,CORE
STU0165,C006,CORE
STU0165,C007,CORE
STU0166,C001,CORE
STU0166,C002,CORE
STU0166,C003,CORE
STU0166,C004,CORE
STU0166,C005,CORE
STU0166,C006,CORE
STU0166,C007,CORE
STU0167,C001,CORE
STU0167,C002,CORE
