room_id,slot_id,available
CL001,FRI_1400,True
CL001,FRI_1500,True
CL001,FRI_1600,True
CL002,MON_0900,True
CL002,MON_1000,True
CL002,MON_1100,True
CL002,MON_1200,True
CL002,MON_1400,True
CL002,MON_1500,True
CL002,MON_1600,True
CL002,TUE_0900,True
CL002,TUE_1000,True
CL002,TUE_1100,True
CL002,TUE_1200,True
CL002,TUE_1400,False
CL002,TUE_1500,True
CL002,TUE_1600,True
CL002,WED_0900,True
CL002,WED_1000,True
CL002,WED_1100,True
CL002,WED_1200,True
CL002,WED_1400,True
CL002,WED_1500,True
CL002,WED_1600,True
CL002,THU_0900,True
CL002,THU_1000,True
CL002,THU_1100,True
CL002,THU_1200,True
CL002,THU_1400,True
CL002,THU_1500,True
CL002,THU_1600,True
CL002,FRI_0900,True
CL002,FRI_1000,True
CL002,FRI_1100,True
CL002,FRI_1200,True
CL002,FRI_1400,True
CL002,FRI_1500,True
CL002,FRI_1600,True
CL003,MON_0900,True
CL003,MON_1000,True
CL003,MON_1100,True
CL003,MON_1200,True
CL003,MON_1400,True
CL003,MON_1500,True
CL003,MON_1600,True
CL003,TUE_0900,True
CL003,TUE_1000,True
CL003,TUE_1100,True
CL003,TUE_1200,True
CL003,TUE_1400,True
CL003,TUE_1500,True
CL003,TUE_1600,True
CL003,WED_0900,True
CL003,WED_1000,True
CL003,WED_1100,True
CL003,WED_1200,True
CL003,WED_1400,True
CL003,WED_1500,True
CL003,WED_1600,True
CL003,THU_0900,True
CL003,THU_1000,True
CL003,THU_1100,True
CL003,THU_1200,True
CL003,THU_1400,True
CL003,THU_1500,False
CL003,THU_1600,True
CL003,FRI_0900,True
CL003,FRI_1000,False
CL003,FRI_1100,True
CL003,FRI_1200,True
CL003,FRI_1400,True
CL003,FRI_1500,True
CL003,FRI_1600,True
CL004,MON_0900,True
CL004,MON_1000,True
CL004,MON_1100,True
CL004,MON_1200,True
CL004,MON_1400,True
CL004,MON_1500,True
CL004,MON_1600,True
CL004,TUE_0900,True
CL004,TUE_1000,True
CL004,TUE_1100,True
CL004,TUE_1200,True
CL004,TUE_1400,True
CL004,TUE_1500,True
CL004,TUE_1600,True
CL004,WED_0900,True
CL004,WED_1000,True
CL004,WED_1100,True
CL004,WED_1200,True
CL004,WED_1400,True
CL004,WED_1500,True
CL004,WED_1600,True
CL004,THU_0900,True
CL004,THU_1000,True
CL004,THU_1100,True
CL004,THU_1200,True
CL004,THU_1400,True
CL004,THU_1500,True
CL004,THU_1600,True
CL004,FRI_0900,True
CL004,FRI_1000,True
CL004,FRI_1100,True
CL004,FRI_1200,True
CL004,FRI_1400,True
CL004,FRI_1500,True
CL004,FRI_1600,True
CL005,MON_0900,True
CL005,MON_1000,True
CL005,MON_1100,True
CL005,MON_1200,True
CL005,MON_1400,True
CL005,MON_1500,True
CL005,MON_1600,False
CL005,TUE_0900,True
CL005,TUE_1000,True
CL005,TUE_1100,True
CL005,TUE_1200,True
CL005,TUE_1400,True
CL005,TUE_1500,True
CL005,TUE_1600,True
CL005,WED_0900,True
CL005,WED_1000,True
CL005,WED_1100,True
CL005,WED_1200,True
CL005,WED_1400,True
CL005,WED_1500,True
CL005,WED_1600,True
CL005,THU_0900,True
CL005,THU_1000,True
CL005,THU_1100,True
CL005,THU_1200,False
CL005,THU_1400,True
CL005,THU_1500,True
CL005,THU_1600,True
CL005,FRI_0900,True
CL005,FRI_1000,True
CL005,FRI_1100,True
CL005,FRI_1200,True
CL005,FRI_1400,True
CL005,FRI_1500,True
CL005,FRI_1600,True
CL006,MON_0900,True
CL006,MON_1000,True
CL006,MON_1100,True
CL006,MON_1200,True
CL006,MON_1400,True
CL006,MON_1500,True
CL006,MON_1600,True
CL006,TUE_0900,True
CL006,TUE_1000,True
CL006,TUE_1100,True
CL006,TUE_1200,True
CL006,TUE_1400,True
CL006,TUE_1500,True
CL006,TUE_1600,True
CL006,WED_0900,True
CL006,WED_1000,True
CL006,WED_1100,True
CL006,WED_1200,True
CL006,WED_1400,True
CL006,WED_1500,False
CL006,WED_1600,True
CL006,THU_0900,True
CL006,THU_1000,True
CL006,THU_1100,True
CL006,THU_1200,True
CL006,THU_1400,True
CL006,THU_1500,True
CL006,THU_1600,True
CL006,FRI_0900,True
CL006,FRI_1000,True
CL006,FRI_1100,True
CL006,FRI_1200,True
CL006,FRI_1400,False
CL006,FRI_1500,True
CL006,FRI_1600,True
PL001,MON_0900,True
PL001,MON_1000,True
PL001,MON_1100,True
PL001,MON_1200,True
PL001,MON_1400,True
PL001,MON_1500,True
PL001,MON_1600,True
PL001,TUE_0900,True
PL001,TUE_1000,True
PL001,TUE_1100,True
PL001,TUE_1200,True
PL001,TUE_1400,True
PL001,TUE_1500,True
PL001,TUE_1600,True
PL001,WED_0900,True
PL001,WED_1000,True
PL001,WED_1100,True
PL001,WED_1200,True
PL001,WED_1400,True
PL001,WED_1500,True
PL001,WED_1600,True
PL001,THU_0900,True
PL001,THU_1000,True
PL001,THU_1100,True
PL001,THU_1200,True
PL001,THU_1400,True
PL001,THU_1500,True
PL001,THU_1600,True
PL001,FRI_0900,True
PL001,FRI_1000,True
PL001,FRI_1100,True
PL001,FRI_1200,True
PL001,FRI_1400,True
PL001,FRI_1500,True
PL001,FRI_1600,True
EL001,MON_0900,True
EL001,MON_1000,True
EL001,MON_1100,True
EL001,MON_1200,True
EL001,MON_1400,False
EL001,MON_1500,True
EL001,MON_1600,True
EL001,TUE_0900,True
EL001,TUE_1000,True
EL001,TUE_1100,True
EL001,TUE_1200,True
EL001,TUE_1400,True
EL001,TUE_1500,False
EL001,TUE_1600,True
EL001,WED_0900,True
EL001,WED_1000,True
EL001,WED_1100,True
EL001,WED_1200,True
EL001,WED_1400,True
EL001,WED_1500,True
EL001,WED_1600,True
EL001,THU_0900,True
EL001,THU_1000,True
EL001,THU_1100,True
EL001,THU_1200,True
EL001,THU_1400,True
EL001,THU_1500,False
EL001,THU_1600,True
EL001,FRI_0900,True
EL001,FRI_1000,True
EL001,FRI_1100,True
EL001,FRI_1200,True
EL001,FRI_1400,True
EL001,FRI_1500,True
EL001,FRI_1600,True
EL002,MON_0900,True
EL002,MON_1000,True
EL002,MON_1100,True
EL002,MON_1200,False
EL002,MON_1400,True
EL002,MON_1500,True
EL002,MON_1600,True
EL002,TUE_0900,True
EL002,TUE_1000,True
EL002,TUE_1100,True
EL002,TUE_1200,True
EL002,TUE_1400,True
EL002,TUE_1500,True
EL002,TUE_1600,True
EL002,WED_0900,True
EL002,WED_1000,True
EL002,WED_1100,True
EL002,WED_1200,True
EL002,WED_1400,True
EL002,WED_1500,True
EL002,WED_1600,True
EL002,THU_0900,False
EL002,THU_1000,True
EL002,THU_1100,True
EL002,THU_1200,True
EL002,THU_1400,True
EL002,THU_1500,True
EL002,THU_1600,True
EL002,FRI_0900,True
EL002,FRI_1000,True
EL002,FRI_1100,True
EL002,FRI_1200,False
EL002,FRI_1400,True
EL002,FRI_1500,True
EL002,FRI_1600,True
RL001,MON_0900,True
RL001,MON_1000,True
RL001,MON_1100,True
RL001,MON_1200,True
RL001,MON_1400,False
RL001,MON_1500,True
RL001,MON_1600,True
RL001,TUE_0900,True
RL001,TUE_1000,True
RL001,TUE_1100,True
RL001,TUE_1200,True
RL001,TUE_1400,True
RL001,TUE_1500,True
RL001,TUE_1600,True
RL001,WED_0900,True
RL001,WED_1000,False
RL001,WED_1100,False
RL001,WED_1200,True
RL001,WED_1400,True
RL001,WED_1500,True
RL001,WED_1600,True
RL001,THU_0900,True
RL001,THU_1000,True
RL001,THU_1100,False
RL001,THU_1200,True
RL001,THU_1400,True
RL001,THU_1500,True
RL001,THU_1600,True
RL001,FRI_0900,True
RL001,FRI_1000,False
RL001,FRI_1100,True
RL001,FRI_1200,True
RL001,FRI_1400,True
RL001,FRI_1500,True
RL001,FRI_1600,True
RL002,MON_0900,True
RL002,MON_1000,False
RL002,MON_1100,True
RL002,MON_1200,True
RL002,MON_1400,True
RL002,MON_1500,True
RL002,MON_1600,True
RL002,TUE_0900,False
RL002,TUE_1000,True
RL002,TUE_1100,True
RL002,TUE_1200,True
RL002,TUE_1400,True
RL002,TUE_1500,True
RL002,TUE_1600,True
RL002,WED_0900,True
RL002,WED_1000,True
RL002,WED_1100,True
RL002,WED_1200,True
RL002,WED_1400,True
RL002,WED_1500,True
RL002,WED_1600,True
RL002,THU_0900,True
RL002,THU_1000,True
RL002,THU_1100,True
RL002,THU_1200,True
RL002,THU_1400,True
RL002,THU_1500,True
RL002,THU_1600,True
RL002,FRI_0900,True
RL002,FRI_1000,False
RL002,FRI_1100,True
RL002,FRI_1200,True
RL002,FRI_1400,True
RL002,FRI_1500,True
RL002,FRI_1600,True
