offering_id,course_id,section_id,required_sessions,session_duration,student_count
O0055,C014,S_CSE_3_A,4,1,65
O0056,C015,S_CSE_3_A,4,1,65
O0057,C016,S_CSE_3_A,3,1,65
O0058,C017,S_CSE_3_A,1,2,65
O0059,C054,S_ECE_3_A,2,1,65
O0060,C056,S_ECE_3_A,2,1,65
O0061,C025,S_ECE_3_A,4,1,65
O0062,C026,S_ECE_3_A,4,1,65
O0063,C027,S_ECE_3_A,3,1,65
O0064,C028,S_ECE_3_A,1,2,65
O0065,C054,S_AIML_3_A,2,1,60
O0066,C056,S_AIML_3_A,2,1,60
O0067,C036,S_AIML_3_A,4,1,60
O0068,C037,S_AIML_3_A,4,1,60
O0069,C038,S_AIML_3_A,3,1,60
O0070,C039,S_AIML_3_A,1,2,60
O0071,C054,S_AR_3_A,2,1,60
O0072,C056,S_AR_3_A,2,1,60
O0073,C047,S_AR_3_A,4,1,60
O0074,C048,S_AR_3_A,4,1,60
O0075,C049,S_AR_3_A,3,1,60
O0076,C050,S_AR_3_A,1,2,60
O0077,C055,S_CSE_4_A,2,1,65
O0078,C057,S_CSE_4_A,2,1,65
O0079,C018,S_CSE_4_A,3,1,65
O0080,C019,S_CSE_4_A,3,1,65
O0081,C020,S_CSE_4_A,3,1,65
O0082,C055,S_ECE_4_A,2,1,65
O0083,C057,S_ECE_4_A,2,1,65
O0084,C029,S_ECE_4_A,3,1,65
O0085,C030,S_ECE_4_A,3,1,65
O0086,C031,S_ECE_4_A,3,1,65
O0087,C055,S_AIML_4_A,2,1,60
O0088,C057,S_AIML_4_A,2,1,60
O0089,C040,S_AIML_4_A,3,1,60
O0090,C041,S_AIML_4_A,3,1,60
O0091,C042,S_AIML_4_A,3,1,60
O0092,C055,S_AR_4_A,2,1,60
O0093,C057,S_AR_4_A,2,1,60
O0094,C051,S_AR_4_A,3,1,60
O0095,C052,S_AR_4_A,3,1,60
O0096,C053,S_AR_4_A,3,1,60
O0097,C054,S_CSE_3_A,2,1,65
O0098,C054,S_ECE_3_A,2,1,65
O0099,C054,S_AIML_3_A,2,1,60
O0100,C054,S_AR_3_A,2,1,60
O0101,C055,S_CSE_4_A,2,1,65
O0102,C055,S_ECE_4_A,2,1,65
O0103,C055,S_AIML_4_A,2,1,60
O0104,C055,S_AR_4_A,2,1,60
O0105,C058,S_CSE_3_A,3,1,65
O0106,C059,S_CSE_3_A,3,1,65
O0107,C060,S_CSE_3_A,3,1,65
O0108,C061,S_CSE_3_A,3,1,65
O0109,C058,S_ECE_3_A,3,1,65
O0110,C059,S_ECE_3_A,3,1,65
O0111,C060,S_ECE_3_A,3,1,65
O0112,C061,S_ECE_3_A,3,1,65
O0113,C058,S_AIML_3_A,3,1,60
O0114,C059,S_AIML_3_A,3,1,60
O0115,C060,S_AIML_3_A,3,1,60
O0116,C061,S_AIML_3_A,3,1,60
O0117,C058,S_AR_3_A,3,1,60
O0118,C059,S_AR_3_A,3,1,60
O0119,C060,S_AR_3_A,3,1,60
O0120,C061,S_AR_3_A,3,1,60
O0121,C058,S_CSE_4_A,3,1,65
O0122,C059,S_CSE_4_A,3,1,65
O0123,C060,S_CSE_4_A,3,1,65
O0124,C061,S_CSE_4_A,3,1,65
O0125,C062,S_CSE_4_A,3,1,65
O0126,C063,S_CSE_4_A,3,1,65
O0127,C058,S_ECE_4_A,3,1,65
O0128,C059,S_ECE_4_A,3,1,65
O0129,C060,S_ECE_4_A,3,1,65
O0130,C061,S_ECE_4_A,3,1,65
O0131,C064,S_ECE_4_A,3,1,65
O0132,C061,S_ECE_4_A,3,1,65
O0133,C058,S_AIML_4_A,3,1,60
O0134,C059,S_AIML_4_A,3,1,60
O0135,C060,S_AIML_4_A,3,1,60
O0136,C061,S_AIML_4_A,3,1,60
O0137,C058,S_AIML_4_A,3,1,60
O0138,C062,S_AIML_4_A,3,1,60
O0139,C058,S_AR_4_A,3,1,60
O0140,C059,S_AR_4_A,3,1,60
O0141,C060,S_AR_4_A,3,1,60
O0142,C061,S_AR_4_A,3,1,60
O0143,C065,S_AR_4_A,3,1,60
O0144,C060,S_AR_4_A,3,1,60
