faculty_id,course_id,qualification_level,preferred
F013,C027,PRIMARY,True
F013,C028,PRIMARY,False
F013,C029,PRIMARY,True
F013,C030,PRIMARY,True
F013,C031,PRIMARY,False
F013,C037,SECONDARY,False
F013,C048,SECONDARY,True
F013,C057,SECONDARY,False
F013,C061,PRIMARY,True
F013,C064,PRIMARY,True
F014,C021,PRIMARY,False
F014,C022,PRIMARY,False
F014,C023,PRIMARY,False
F014,C024,PRIMARY,True
F014,C025,PRIMARY,True
F014,C026,PRIMARY,True
F014,C027,PRIMARY,True
F014,C028,PRIMARY,False
F014,C029,PRIMARY,False
F014,C030,PRIMARY,False
F014,C031,PRIMARY,True
F014,C036,SECONDARY,False
F014,C037,SECONDARY,False
F014,C042,SECONDARY,False
F014,C049,SECONDARY,False
F014,C061,PRIMARY,True
F014,C063,SECONDARY,True
F014,C064,PRIMARY,False
F015,C017,SECONDARY,False
F015,C021,PRIMARY,False
F015,C022,PRIMARY,False
F015,C023,PRIMARY,False
F015,C024,PRIMARY,True
F015,C025,PRIMARY,False
F015,C026,PRIMARY,True
F015,C027,PRIMARY,False
F015,C028,PRIMARY,True
F015,C029,PRIMARY,False
F015,C030,PRIMARY,True
F015,C031,PRIMARY,True
F015,C037,SECONDARY,False
F015,C043,SECONDARY,False
F015,C044,SECONDARY,True
F015,C047,SECONDARY,False
F015,C061,PRIMARY,False
F015,C064,PRIMARY,True
F016,C011,SECONDARY,False
F016,C013,SECONDARY,True
F016,C022,PRIMARY,False
F016,C025,PRIMARY,False
F016,C027,PRIMARY,True
F016,C030,PRIMARY,False
F016,C038,SECONDARY,False
F016,C054,SECONDARY,True
F017,C025,PRIMARY,True
F017,C028,PRIMARY,True
F017,C030,PRIMARY,False
F017,C031,PRIMARY,False
F017,C044,SECONDARY,True
F017,C046,SECONDARY,True
F017,C057,SECONDARY,False
F017,C061,PRIMARY,True
F018,C002,SECONDARY,True
F018,C009,SECONDARY,False
F018,C021,PRIMARY,True
F018,C022,PRIMARY,False
F018,C023,PRIMARY,False
F018,C024,PRIMARY,True
F018,C025,PRIMARY,False
F018,C026,PRIMARY,False
F018,C027,PRIMARY,False
F018,C028,PRIMARY,True
F018,C029,PRIMARY,True
F018,C030,PRIMARY,True
F018,C031,PRIMARY,True
F018,C036,SECONDARY,False
F018,C037,SECONDARY,True
F018,C055,SECONDARY,True
F018,C061,PRIMARY,False
F018,C064,PRIMARY,True
F019,C021,PRIMARY,False
F019,C022,PRIMARY,False
F019,C023,PRIMARY,False
F019,C024,PRIMARY,False
F019,C025,PRIMARY,False
F019,C026,PRIMARY,True
F019,C027,PRIMARY,False
F019,C028,PRIMARY,False
F019,C029,PRIMARY,False
F019,C030,PRIMARY,True
F019,C031,PRIMARY,False
F019,C032,SECONDARY,False
F019,C041,SECONDARY,True
F019,C045,SECONDARY,False
F019,C052,SECONDARY,False
F019,C060,SECONDARY,True
F019,C061,PRIMARY,False
F019,C064,PRIMARY,True
F020,C001,SECONDARY,True
F020,C005,SECONDARY,True
F020,C021,PRIMARY,True
F020,C022,PRIMARY,False
F020,C023,PRIMARY,True
F020,C024,PRIMARY,True
F020,C025,PRIMARY,True
F020,C026,PRIMARY,False
F020,C027,PRIMARY,False
F020,C028,PRIMARY,False
F020,C029,PRIMARY,False
F020,C030,PRIMARY,False
F020,C031,PRIMARY,True
F020,C040,SECONDARY,True
F020,C050,SECONDARY,False
F020,C058,SECONDARY,False
F020,C061,PRIMARY,True
F020,C064,PRIMARY,False
F021,C006,SECONDARY,False
F021,C013,SECONDARY,False
F021,C021,PRIMARY,True
F021,C022,PRIMARY,False
F021,C023,PRIMARY,True
F021,C024,PRIMARY,False
F021,C025,PRIMARY,False
F021,C026,PRIMARY,False
F021,C027,PRIMARY,True
F021,C028,PRIMARY,False
F021,C029,PRIMARY,False
F021,C030,PRIMARY,False
F021,C031,PRIMARY,True
F021,C048,SECONDARY,False
F021,C049,SECONDARY,True
F021,C061,PRIMARY,True
F021,C064,PRIMARY,False
F021,C065,SECONDARY,True
F022,C005,SECONDARY,True
F022,C008,SECONDARY,True
F022,C021,PRIMARY,False
F022,C022,PRIMARY,False
F022,C023,PRIMARY,False
F022,C024,PRIMARY,True
F022,C025,PRIMARY,False
F022,C026,PRIMARY,False
F022,C027,PRIMARY,False
F022,C028,PRIMARY,False
F022,C029,PRIMARY,False
F022,C030,PRIMARY,False
F022,C031,PRIMARY,False
F022,C046,SECONDARY,True
F022,C052,SECONDARY,False
F022,C060,SECONDARY,True
F022,C061,PRIMARY,True
F022,C064,PRIMARY,False
F023,C003,SECONDARY,True
F023,C032,PRIMARY,False
F023,C035,PRIMARY,True
F023,C036,PRIMARY,True
F023,C037,PRIMARY,False
F023,C038,PRIMARY,False
F023,C040,PRIMARY,False
F023,C058,PRIMARY,True
F024,C002,SECONDARY,True
F024,C003,SECONDARY,False
F024,C024,SECONDARY,True
F024,C029,SECONDARY,True
F024,C032,PRIMARY,False
F024,C033,PRIMARY,False
F024,C034,PRIMARY,False
F024,C035,PRIMARY,True
F024,C036,PRIMARY,True
F024,C037,PRIMARY,True
F024,C038,PRIMARY,True
F024,C039,PRIMARY,False
F024,C040,PRIMARY,True
F024,C041,PRIMARY,True
F024,C042,PRIMARY,False
F024,C054,SECONDARY,False
F024,C058,PRIMARY,False
F024,C062,PRIMARY,True
F025,C006,SECONDARY,False
F025,C012,SECONDARY,True
F025,C032,PRIMARY,False
F025,C033,PRIMARY,False
F025,C034,PRIMARY,False
F025,C035,PRIMARY,True
F025,C036,PRIMARY,False
F025,C037,PRIMARY,True
F025,C038,PRIMARY,False
F025,C039,PRIMARY,False
F025,C040,PRIMARY,False
F025,C041,PRIMARY,False
F025,C042,PRIMARY,False
F025,C048,SECONDARY,False
F025,C052,SECONDARY,True
F025,C058,PRIMARY,True
F025,C062,PRIMARY,False
F025,C064,SECONDARY,False
F026,C016,SECONDARY,False
F026,C021,SECONDARY,False
F026,C032,PRIMARY,True
F026,C033,PRIMARY,False
F026,C034,PRIMARY,False
F026,C035,PRIMARY,True
F026,C036,PRIMARY,False
F026,C037,PRIMARY,True
F026,C038,PRIMARY,False
F026,C039,PRIMARY,False
F026,C040,PRIMARY,False
F026,C041,PRIMARY,False
F026,C042,PRIMARY,False
F026,C043,SECONDARY,True
F026,C051,SECONDARY,True
F026,C058,PRIMARY,True
F026,C062,PRIMARY,True
F026,C065,SECONDARY,False
F027,C004,SECONDARY,False
F027,C007,SECONDARY,False
F027,C025,SECONDARY,False
F027,C032,PRIMARY,True
F027,C033,PRIMARY,True
F027,C034,PRIMARY,False
F027,C035,PRIMARY,True
F027,C036,PRIMARY,False
F027,C037,PRIMARY,True
F027,C038,PRIMARY,False
F027,C039,PRIMARY,False
F027,C040,PRIMARY,False
F027,C041,PRIMARY,False
F027,C042,PRIMARY,False
F027,C043,SECONDARY,False
F027,C058,PRIMARY,False
F027,C062,PRIMARY,False
F027,C065,SECONDARY,False
F028,C002,SECONDARY,True
F028,C013,SECONDARY,False
F028,C027,SECONDARY,True
F028,C032,PRIMARY,True
F028,C033,PRIMARY,True
F028,C034,PRIMARY,True
F028,C035,PRIMARY,False
F028,C036,PRIMARY,False
F028,C037,PRIMARY,False
F028,C038,PRIMARY,True
F028,C039,PRIMARY,True
F028,C040,PRIMARY,False
F028,C041,PRIMARY,True
F028,C042,PRIMARY,False
F028,C056,SECONDARY,True
F028,C058,PRIMARY,False
F028,C061,SECONDARY,True
F028,C062,PRIMARY,True
F029,C004,SECONDARY,True
F029,C010,SECONDARY,False
F029,C020,SECONDARY,True
F029,C032,PRIMARY,True
F029,C033,PRIMARY,False
F029,C034,PRIMARY,False
F029,C035,PRIMARY,False
F029,C036,PRIMARY,False
F029,C037,PRIMARY,False
F029,C038,PRIMARY,True
F029,C039,PRIMARY,True
F029,C040,PRIMARY,False
F029,C041,PRIMARY,False
F029,C042,PRIMARY,True
F029,C050,SECONDARY,True
F029,C053,SECONDARY,False
F029,C058,PRIMARY,False
F029,C062,PRIMARY,True
F030,C019,SECONDARY,True
F030,C032,PRIMARY,False
F030,C033,PRIMARY,True
F030,C034,PRIMARY,True
F030,C035,PRIMARY,True
F030,C036,PRIMARY,False
F030,C037,PRIMARY,True
F030,C038,PRIMARY,False
F030,C039,PRIMARY,False
F030,C040,PRIMARY,False
F030,C041,PRIMARY,False
F030,C042,PRIMARY,False
F030,C046,SECONDARY,False
F030,C047,SECONDARY,True
F030,C051,SECONDARY,True
F030,C053,SECONDARY,True
F030,C058,PRIMARY,True
F030,C062,PRIMARY,False
F031,C011,SECONDARY,True
F031,C014,SECONDARY,True
F031,C017,SECONDARY,True
F031,C023,SECONDARY,False
F031,C032,PRIMARY,False
F031,C033,PRIMARY,False
F031,C034,PRIMARY,False
F031,C035,PRIMARY,True
F031,C036,PRIMARY,True
F031,C037,PRIMARY,False
F031,C038,PRIMARY,False
F031,C039,PRIMARY,False
F031,C040,PRIMARY,True
F031,C041,PRIMARY,True
F031,C042,PRIMARY,False
F031,C043,SECONDARY,True
F031,C058,PRIMARY,False
F031,C062,PRIMARY,True
F032,C010,SECONDARY,True
F032,C016,SECONDARY,True
F032,C018,SECONDARY,True
F032,C026,SECONDARY,True
F032,C040,SECONDARY,False
F032,C043,PRIMARY,False
F032,C044,PRIMARY,False
F032,C045,PRIMARY,True
F032,C046,PRIMARY,False
F032,C047,PRIMARY,False
F032,C048,PRIMARY,False
F032,C049,PRIMARY,False
F032,C050,PRIMARY,False
F032,C051,PRIMARY,False
F032,C052,PRIMARY,True
F032,C053,PRIMARY,True
F032,C065,PRIMARY,False
F033,C004,SECONDARY,True
F033,C009,SECONDARY,True
F033,C043,PRIMARY,True
F033,C044,PRIMARY,False
F033,C045,PRIMARY,True
F033,C046,PRIMARY,True
F033,C047,PRIMARY,False
F033,C048,PRIMARY,False
F033,C049,PRIMARY,False
F033,C050,PRIMARY,True
F033,C051,PRIMARY,False
F033,C052,PRIMARY,False
F033,C053,PRIMARY,True
F033,C056,SECONDARY,False
F033,C058,SECONDARY,False
F033,C061,SECONDARY,False
F033,C065,PRIMARY,False
F034,C015,SECONDARY,False
F034,C032,SECONDARY,False
F034,C036,SECONDARY,False
F034,C043,PRIMARY,False
F034,C044,PRIMARY,True
F034,C045,PRIMARY,False
F034,C046,PRIMARY,True
F034,C047,PRIMARY,False
F034,C048,PRIMARY,False
F034,C049,PRIMARY,False
F034,C050,PRIMARY,True
F034,C051,PRIMARY,False
F034,C052,PRIMARY,True
F034,C053,PRIMARY,False
F034,C058,SECONDARY,False
F034,C064,SECONDARY,True
F034,C065,PRIMARY,True
F035,C012,SECONDARY,False
F035,C031,SECONDARY,True
F035,C035,SECONDARY,True
F035,C043,PRIMARY,False
F035,C044,PRIMARY,True
F035,C045,PRIMARY,False
F035,C046,PRIMARY,False
F035,C047,PRIMARY,False
F035,C048,PRIMARY,True
F035,C049,PRIMARY,True
F035,C050,PRIMARY,True
F035,C051,PRIMARY,True
F035,C052,PRIMARY,False
F035,C053,PRIMARY,True
F035,C054,SECONDARY,False
F035,C059,SECONDARY,True
F035,C065,PRIMARY,True
F036,C012,SECONDARY,False
F036,C016,SECONDARY,False
F036,C018,SECONDARY,False
F036,C030,SECONDARY,False
F036,C043,PRIMARY,False
F036,C044,PRIMARY,True
F036,C045,PRIMARY,False
F036,C046,PRIMARY,True
F036,C047,PRIMARY,False
F036,C048,PRIMARY,True
F036,C049,PRIMARY,True
F036,C050,PRIMARY,True
F036,C051,PRIMARY,False
F036,C052,PRIMARY,False
F036,C053,PRIMARY,False
F036,C060,SECONDARY,False
F036,C065,PRIMARY,True
F037,C001,SECONDARY,False
F037,C013,SECONDARY,True
F037,C024,SECONDARY,False
F037,C028,SECONDARY,False
F037,C043,PRIMARY,False
F037,C044,PRIMARY,False
F037,C045,PRIMARY,False
F037,C046,PRIMARY,False
F037,C047,PRIMARY,False
F037,C048,PRIMARY,True
F037,C049,PRIMARY,True
F037,C050,PRIMARY,False
F037,C051,PRIMARY,True
F037,C052,PRIMARY,False
F037,C053,PRIMARY,True
F037,C064,SECONDARY,False
F037,C065,PRIMARY,False
F038,C003,SECONDARY,True
F038,C007,SECONDARY,False
F038,C034,SECONDARY,True
F038,C043,PRIMARY,True
F038,C044,PRIMARY,False
F038,C045,PRIMARY,True
F038,C046,PRIMARY,False
F038,C047,PRIMARY,True
F038,C048,PRIMARY,False
F038,C049,PRIMARY,True
F038,C050,PRIMARY,True
F038,C051,PRIMARY,False
F038,C052,PRIMARY,True
F038,C053,PRIMARY,True
F038,C057,SECONDARY,False
F038,C064,SECONDARY,False
F038,C065,PRIMARY,False
F039,C001,PRIMARY,True
F039,C002,PRIMARY,False
F039,C003,PRIMARY,False
F039,C004,PRIMARY,False
F039,C005,SECONDARY,False
F039,C006,PRIMARY,True
F039,C007,PRIMARY,True
F039,C008,PRIMARY,True
F039,C009,PRIMARY,False
F039,C010,SECONDARY,True
F039,C011,SECONDARY,True
F039,C012,SECONDARY,False
F039,C013,SECONDARY,True
F039,C014,SECONDARY,True
F039,C015,SECONDARY,False
F039,C016,SECONDARY,True
F039,C017,SECONDARY,False
F039,C018,SECONDARY,True
F039,C019,SECONDARY,True
F039,C020,SECONDARY,False
F039,C021,SECONDARY,True
F039,C022,SECONDARY,False
F039,C023,SECONDARY,False
F039,C024,SECONDARY,False
F039,C025,SECONDARY,False
F039,C026,SECONDARY,True
F039,C027,SECONDARY,True
F039,C028,SECONDARY,False
F039,C029,SECONDARY,True
F039,C030,SECONDARY,True
F039,C031,SECONDARY,True
F039,C032,SECONDARY,True
F039,C033,SECONDARY,False
F039,C034,SECONDARY,True
F039,C035,SECONDARY,False
F039,C036,SECONDARY,True
F039,C037,SECONDARY,True
F039,C038,SECONDARY,False
F039,C039,SECONDARY,False
F039,C040,SECONDARY,False
F039,C041,SECONDARY,False
F039,C042,SECONDARY,True
F039,C043,SECONDARY,False
F039,C044,SECONDARY,False
F039,C045,SECONDARY,True
F039,C046,SECONDARY,True
F039,C047,SECONDARY,False
F039,C048,SECONDARY,False
F039,C049,SECONDARY,False
F039,C050,SECONDARY,False
F039,C051,SECONDARY,False
F039,C052,SECONDARY,False
F039,C053,SECONDARY,False
F039,C054,PRIMARY,True
F039,C055,PRIMARY,False
F039,C056,PRIMARY,False
F039,C057,PRIMARY,True
F039,C059,SECONDARY,True
F039,C065,SECONDARY,False
F040,C001,PRIMARY,False
F040,C002,PRIMARY,False
F040,C003,PRIMARY,True
F040,C004,PRIMARY,False
F040,C005,SECONDARY,False
F040,C006,PRIMARY,True
F040,C007,PRIMARY,True
F040,C008,PRIMARY,False
F040,C009,PRIMARY,False
F040,C010,SECONDARY,True
F040,C011,SECONDARY,False
F040,C012,SECONDARY,True
F040,C013,SECONDARY,True
F040,C014,SECONDARY,False
F040,C015,SECONDARY,True
F040,C016,SECONDARY,True
F040,C017,SECONDARY,True
F040,C018,SECONDARY,False
F040,C019,SECONDARY,False
F040,C020,SECONDARY,True
F040,C021,SECONDARY,False
F040,C022,SECONDARY,True
F040,C023,SECONDARY,True
F040,C024,SECONDARY,False
F040,C025,SECONDARY,False
F040,C026,SECONDARY,False
F040,C027,SECONDARY,True
F040,C028,SECONDARY,True
F040,C029,SECONDARY,True
F040,C030,SECONDARY,False
F040,C031,SECONDARY,False
F040,C032,SECONDARY,True
F040,C033,SECONDARY,False
F040,C034,SECONDARY,False
F040,C035,SECONDARY,False
F040,C036,SECONDARY,False
F040,C037,SECONDARY,True
F040,C038,SECONDARY,False
F040,C039,SECONDARY,True
F040,C040,SECONDARY,True
F040,C041,SECONDARY,True
F040,C042,SECONDARY,False
F040,C043,SECONDARY,False
F040,C044,SECONDARY,True
F040,C045,SECONDARY,False
F040,C046,SECONDARY,True
F040,C047,SECONDARY,False
F040,C048,SECONDARY,True
F040,C049,SECONDARY,False
F040,C050,SECONDARY,False
F040,C051,SECONDARY,False
F040,C052,SECONDARY,False
F040,C053,SECONDARY,False
F040,C054,PRIMARY,True
F040,C055,PRIMARY,True
F040,C056,PRIMARY,False
F040,C057,PRIMARY,True
F040,C059,SECONDARY,False
F040,C060,SECONDARY,True
