room_id,slot_id,available
SR003,FRI_0900,True
SR003,FRI_1000,True
SR003,FRI_1100,True
SR003,FRI_1200,True
SR003,FRI_1400,True
SR003,FRI_1500,True
SR003,FRI_1600,True
SR004,MON_0900,True
SR004,MON_1000,True
SR004,MON_1100,True
SR004,MON_1200,True
SR004,MON_1400,True
SR004,MON_1500,True
SR004,MON_1600,True
SR004,TUE_0900,True
SR004,TUE_1000,True
SR004,TUE_1100,True
SR004,TUE_1200,True
SR004,TUE_1400,True
SR004,TUE_1500,True
SR004,TUE_1600,True
SR004,WED_0900,True
SR004,WED_1000,True
SR004,WED_1100,True
SR004,WED_1200,True
SR004,WED_1400,True
SR004,WED_1500,True
SR004,WED_1600,True
SR004,THU_0900,True
SR004,THU_1000,True
SR004,THU_1100,True
SR004,THU_1200,True
SR004,THU_1400,True
SR004,THU_1500,True
SR004,THU_1600,True
SR004,FRI_0900,True
SR004,FRI_1000,True
SR004,FRI_1100,True
SR004,FRI_1200,True
SR004,FRI_1400,True
SR004,FRI_1500,True
SR004,FRI_1600,True
SR005,MON_0900,True
SR005,MON_1000,True
SR005,MON_1100,True
SR005,MON_1200,True
SR005,MON_1400,True
SR005,MON_1500,True
SR005,MON_1600,True
SR005,TUE_0900,True
SR005,TUE_1000,True
SR005,TUE_1100,True
SR005,TUE_1200,True
SR005,TUE_1400,True
SR005,TUE_1500,True
SR005,TUE_1600,True
SR005,WED_0900,True
SR005,WED_1000,True
SR005,WED_1100,True
SR005,WED_1200,True
SR005,WED_1400,True
SR005,WED_1500,True
SR005,WED_1600,True
SR005,THU_0900,True
SR005,THU_1000,True
SR005,THU_1100,True
SR005,THU_1200,True
SR005,THU_1400,True
SR005,THU_1500,True
SR005,THU_1600,True
SR005,FRI_0900,True
SR005,FRI_1000,True
SR005,FRI_1100,True
SR005,FRI_1200,True
SR005,FRI_1400,True
SR005,FRI_1500,True
SR005,FRI_1600,True
SR006,MON_0900,True
SR006,MON_1000,True
SR006,MON_1100,True
SR006,MON_1200,True
SR006,MON_1400,True
SR006,MON_1500,True
SR006,MON_1600,True
SR006,TUE_0900,True
SR006,TUE_1000,True
SR006,TUE_1100,True
SR006,TUE_1200,True
SR006,TUE_1400,True
SR006,TUE_1500,True
SR006,TUE_1600,True
SR006,WED_0900,True
SR006,WED_1000,True
SR006,WED_1100,True
SR006,WED_1200,True
SR006,WED_1400,True
SR006,WED_1500,True
SR006,WED_1600,True
SR006,THU_0900,True
SR006,THU_1000,True
SR006,THU_1100,True
SR006,THU_1200,True
SR006,THU_1400,True
SR006,THU_1500,True
SR006,THU_1600,True
SR006,FRI_0900,True
SR006,FRI_1000,True
SR006,FRI_1100,True
SR006,FRI_1200,True
SR006,FRI_1400,True
SR006,FRI_1500,True
SR006,FRI_1600,True
SR007,MON_0900,True
SR007,MON_1000,True
SR007,MON_1100,True
SR007,MON_1200,True
SR007,MON_1400,True
SR007,MON_1500,True
SR007,MON_1600,True
SR007,TUE_0900,True
SR007,TUE_1000,True
SR007,TUE_1100,True
SR007,TUE_1200,True
SR007,TUE_1400,True
SR007,TUE_1500,True
SR007,TUE_1600,True
SR007,WED_0900,True
SR007,WED_1000,True
SR007,WED_1100,True
SR007,WED_1200,True
SR007,WED_1400,True
SR007,WED_1500,True
SR007,WED_1600,True
SR007,THU_0900,True
SR007,THU_1000,True
SR007,THU_1100,True
SR007,THU_1200,True
SR007,THU_1400,True
SR007,THU_1500,True
SR007,THU_1600,True
SR007,FRI_0900,True
SR007,FRI_1000,True
SR007,FRI_1100,True
SR007,FRI_1200,True
SR007,FRI_1400,True
SR007,FRI_1500,True
SR007,FRI_1600,True
SR008,MON_0900,True
SR008,MON_1000,True
SR008,MON_1100,True
SR008,MON_1200,True
SR008,MON_1400,True
SR008,MON_1500,True
SR008,MON_1600,True
SR008,TUE_0900,True
SR008,TUE_1000,True
SR008,TUE_1100,True
SR008,TUE_1200,True
SR008,TUE_1400,True
SR008,TUE_1500,True
SR008,TUE_1600,True
SR008,WED_0900,True
SR008,WED_1000,True
SR008,WED_1100,True
SR008,WED_1200,True
SR008,WED_1400,True
SR008,WED_1500,True
SR008,WED_1600,True
SR008,THU_0900,True
SR008,THU_1000,True
SR008,THU_1100,True
SR008,THU_1200,True
SR008,THU_1400,True
SR008,THU_1500,True
SR008,THU_1600,True
SR008,FRI_0900,True
SR008,FRI_1000,True
SR008,FRI_1100,True
SR008,FRI_1200,True
SR008,FRI_1400,True
SR008,FRI_1500,True
SR008,FRI_1600,True
SR009,MON_0900,True
SR009,MON_1000,True
SR009,MON_1100,True
SR009,MON_1200,True
SR009,MON_1400,True
SR009,MON_1500,True
SR009,MON_1600,True
SR009,TUE_0900,True
SR009,TUE_1000,True
SR009,TUE_1100,True
SR009,TUE_1200,True
SR009,TUE_1400,True
SR009,TUE_1500,True
SR009,TUE_1600,True
SR009,WED_0900,True
SR009,WED_1000,True
SR009,WED_1100,True
SR009,WED_1200,True
SR009,WED_1400,True
SR009,WED_1500,True
SR009,WED_1600,True
SR009,THU_0900,True
SR009,THU_1000,True
SR009,THU_1100,True
SR009,THU_1200,True
SR009,THU_1400,True
SR009,THU_1500,True
SR009,THU_1600,True
SR009,FRI_0900,True
SR009,FRI_1000,True
SR009,FRI_1100,True
SR009,FRI_1200,True
SR009,FRI_1400,True
SR009,FRI_1500,True
SR009,FRI_1600,True
SR010,MON_0900,True
SR010,MON_1000,True
SR010,MON_1100,True
SR010,MON_1200,True
SR010,MON_1400,True
SR010,MON_1500,True
SR010,MON_1600,True
SR010,TUE_0900,True
SR010,TUE_1000,True
SR010,TUE_1100,True
SR010,TUE_1200,True
SR010,TUE_1400,True
SR010,TUE_1500,True
SR010,TUE_1600,True
SR010,WED_0900,True
SR010,WED_1000,True
SR010,WED_1100,True
SR010,WED_1200,True
SR010,WED_1400,True
SR010,WED_1500,True
SR010,WED_1600,True
SR010,THU_0900,True
SR010,THU_1000,True
SR010,THU_1100,True
SR010,THU_1200,True
SR010,THU_1400,True
SR010,THU_1500,True
SR010,THU_1600,True
SR010,FRI_0900,True
SR010,FRI_1000,True
SR010,FRI_1100,True
SR010,FRI_1200,True
SR010,FRI_1400,True
SR010,FRI_1500,True
SR010,FRI_1600,True
SR011,MON_0900,True
SR011,MON_1000,True
SR011,MON_1100,True
SR011,MON_1200,True
SR011,MON_1400,True
SR011,MON_1500,True
SR011,MON_1600,True
SR011,TUE_0900,True
SR011,TUE_1000,True
SR011,TUE_1100,True
SR011,TUE_1200,True
SR011,TUE_1400,True
SR011,TUE_1500,True
SR011,TUE_1600,True
SR011,WED_0900,True
SR011,WED_1000,True
SR011,WED_1100,True
SR011,WED_1200,True
SR011,WED_1400,True
SR011,WED_1500,True
SR011,WED_1600,True
SR011,THU_0900,True
SR011,THU_1000,True
SR011,THU_1100,True
SR011,THU_1200,True
SR011,THU_1400,True
SR011,THU_1500,True
SR011,THU_1600,True
SR011,FRI_0900,True
SR011,FRI_1000,True
SR011,FRI_1100,True
SR011,FRI_1200,True
SR011,FRI_1400,True
SR011,FRI_1500,True
SR011,FRI_1600,True
