student_id,course_id,enrollment_type
SYNSTU0056,C_IT101,CORE
SYNSTU0057,C_IT101,CORE
SYNSTU0058,C_IT101,CORE
SYNSTU0059,C_IT101,CORE
SYNSTU0060,C_IT101,CORE
SYNSTU0061,C_IT101,CORE
SYNSTU0062,C_IT101,CORE
SYNSTU0063,C_IT101,CORE
SYNSTU0064,C_IT101,CORE
SYNSTU0065,C_IT101,CORE
SYNSTU0066,C_IT101,CORE
SYNSTU0067,C_IT101,CORE
SYNSTU0068,C_IT101,CORE
SYNSTU0069,C_IT101,CORE
SYNSTU0070,C_IT101,CORE
SYNSTU0001,C_IT102,CORE
SYNSTU0002,C_IT102,CORE
SYNSTU0003,C_IT102,CORE
SYNSTU0004,C_IT102,CORE
SYNSTU0005,C_IT102,CORE
SYNSTU0006,C_IT102,CORE
SYNSTU0007,C_IT102,CORE
SYNSTU0008,C_IT102,CORE
SYNSTU0009,C_IT102,CORE
SYNSTU0010,C_IT102,CORE
SYNSTU0011,C_IT102,CORE
SYNSTU0012,C_IT102,CORE
SYNSTU0013,C_IT102,CORE
SYNSTU0014,C_IT102,CORE
SYNSTU0015,C_IT102,CORE
SYNSTU0016,C_IT102,CORE
SYNSTU0017,C_IT102,CORE
SYNSTU0018,C_IT102,CORE
SYNSTU0019,C_IT102,CORE
SYNSTU0020,C_IT102,CORE
SYNSTU0021,C_IT102,CORE
SYNSTU0022,C_IT102,CORE
SYNSTU0023,C_IT102,CORE
SYNSTU0024,C_IT102,CORE
SYNSTU0025,C_IT102,CORE
SYNSTU0026,C_IT102,CORE
SYNSTU0027,C_IT102,CORE
SYNSTU0028,C_IT102,CORE
SYNSTU0029,C_IT102,CORE
SYNSTU0030,C_IT102,CORE
SYNSTU0031,C_IT102,CORE
SYNSTU0032,C_IT102,CORE
SYNSTU0033,C_IT102,CORE
SYNSTU0034,C_IT102,CORE
SYNSTU0035,C_IT102,CORE
SYNSTU0036,C_IT102,CORE
SYNSTU0037,C_IT102,CORE
SYNSTU0038,C_IT102,CORE
SYNSTU0039,C_IT102,CORE
SYNSTU0040,C_IT102,CORE
SYNSTU0041,C_IT102,CORE
SYNSTU0042,C_IT102,CORE
SYNSTU0043,C_IT102,CORE
SYNSTU0044,C_IT102,CORE
SYNSTU0045,C_IT102,CORE
SYNSTU0046,C_IT102,CORE
SYNSTU0047,C_IT102,CORE
SYNSTU0048,C_IT102,CORE
SYNSTU0049,C_IT102,CORE
SYNSTU0050,C_IT102,CORE
SYNSTU0051,C_IT102,CORE
SYNSTU0052,C_IT102,CORE
SYNSTU0053,C_IT102,CORE
SYNSTU0054,C_IT102,CORE
SYNSTU0055,C_IT102,CORE
SYNSTU0056,C_IT102,CORE
SYNSTU0057,C_IT102,CORE
SYNSTU0058,C_IT102,CORE
SYNSTU0059,C_IT102,CORE
SYNSTU0060,C_IT102,CORE
SYNSTU0061,C_IT102,CORE
SYNSTU0062,C_IT102,CORE
SYNSTU0063,C_IT102,CORE
SYNSTU0064,C_IT102,CORE
SYNSTU0065,C_IT102,CORE
SYNSTU0066,C_IT102,CORE
SYNSTU0067,C_IT102,CORE
SYNSTU0068,C_IT102,CORE
SYNSTU0069,C_IT102,CORE
SYNSTU0070,C_IT102,CORE
SYNSTU0001,C_IT103,CORE
SYNSTU0002,C_IT103,CORE
SYNSTU0003,C_IT103,CORE
SYNSTU0004,C_IT103,CORE
SYNSTU0005,C_IT103,CORE
SYNSTU0006,C_IT103,CORE
SYNSTU0007,C_IT103,CORE
SYNSTU0008,C_IT103,CORE
SYNSTU0009,C_IT103,CORE
SYNSTU0010,C_IT103,CORE
SYNSTU0011,C_IT103,CORE
SYNSTU0012,C_IT103,CORE
SYNSTU0013,C_IT103,CORE
SYNSTU0014,C_IT103,CORE
SYNSTU0015,C_IT103,CORE
SYNSTU0016,C_IT103,CORE
SYNSTU0017,C_IT103,CORE
SYNSTU0018,C_IT103,CORE
SYNSTU0019,C_IT103,CORE
SYNSTU0020,C_IT103,CORE
SYNSTU0021,C_IT103,CORE
SYNSTU0022,C_IT103,CORE
SYNSTU0023,C_IT103,CORE
SYNSTU0024,C_IT103,CORE
SYNSTU0025,C_IT103,CORE
SYNSTU0026,C_IT103,CORE
SYNSTU0027,C_IT103,CORE
SYNSTU0028,C_IT103,CORE
SYNSTU0029,C_IT103,CORE
SYNSTU0030,C_IT103,CORE
SYNSTU0031,C_IT103,CORE
SYNSTU0032,C_IT103,CORE
SYNSTU0033,C_IT103,CORE
SYNSTU0034,C_IT103,CORE
SYNSTU0035,C_IT103,CORE
SYNSTU0036,C_IT103,CORE
SYNSTU0037,C_IT103,CORE
SYNSTU0038,C_IT103,CORE
SYNSTU0039,C_IT103,CORE
SYNSTU0040,C_IT103,CORE
SYNSTU0041,C_IT103,CORE
SYNSTU0042,C_IT103,CORE
SYNSTU0043,C_IT103,CORE
SYNSTU0044,C_IT103,CORE
SYNSTU0045,C_IT103,CORE
SYNSTU0046,C_IT103,CORE
SYNSTU0047,C_IT103,CORE
SYNSTU0048,C_IT103,CORE
SYNSTU0049,C_IT103,CORE
SYNSTU0050,C_IT103,CORE
SYNSTU0051,C_IT103,CORE
SYNSTU0052,C_IT103,CORE
SYNSTU0053,C_IT103,CORE
SYNSTU0054,C_IT103,CORE
SYNSTU0055,C_IT103,CORE
SYNSTU0056,C_IT103,CORE
SYNSTU0057,C_IT103,CORE
SYNSTU0058,C_IT103,CORE
SYNSTU0059,C_IT103,CORE
SYNSTU0060,C_IT103,CORE
SYNSTU0061,C_IT103,CORE
SYNSTU0062,C_IT103,CORE
SYNSTU0063,C_IT103,CORE
SYNSTU0064,C_IT103,CORE
SYNSTU0065,C_IT103,CORE
SYNSTU0066,C_IT103,CORE
SYNSTU0067,C_IT103,CORE
SYNSTU0068,C_IT103,CORE
SYNSTU0069,C_IT103,CORE
SYNSTU0070,C_IT103,CORE
SYNSTU0001,C_IT104,CORE
SYNSTU0002,C_IT104,CORE
SYNSTU0003,C_IT104,CORE
SYNSTU0004,C_IT104,CORE
SYNSTU0005,C_IT104,CORE
SYNSTU0006,C_IT104,CORE
SYNSTU0007,C_IT104,CORE
SYNSTU0008,C_IT104,CORE
SYNSTU0009,C_IT104,CORE
SYNSTU0010,C_IT104,CORE
SYNSTU0011,C_IT104,CORE
SYNSTU0012,C_IT104,CORE
SYNSTU0013,C_IT104,CORE
SYNSTU0014,C_IT104,CORE
SYNSTU0015,C_IT104,CORE
SYNSTU0016,C_IT104,CORE
SYNSTU0017,C_IT104,CORE
SYNSTU0018,C_IT104,CORE
SYNSTU0019,C_IT104,CORE
SYNSTU0020,C_IT104,CORE
SYNSTU0021,C_IT104,CORE
SYNSTU0022,C_IT104,CORE
SYNSTU0023,C_IT104,CORE
SYNSTU0024,C_IT104,CORE
SYNSTU0025,C_IT104,CORE
SYNSTU0026,C_IT104,CORE
SYNSTU0027,C_IT104,CORE
SYNSTU0028,C_IT104,CORE
SYNSTU0029,C_IT104,CORE
SYNSTU0030,C_IT104,CORE
SYNSTU0031,C_IT104,CORE
SYNSTU0032,C_IT104,CORE
SYNSTU0033,C_IT104,CORE
SYNSTU0034,C_IT104,CORE
SYNSTU0035,C_IT104,CORE
SYNSTU0036,C_IT104,CORE
SYNSTU0037,C_IT104,CORE
SYNSTU0038,C_IT104,CORE
SYNSTU0039,C_IT104,CORE
SYNSTU0040,C_IT104,CORE
SYNSTU0041,C_IT104,CORE
SYNSTU0042,C_IT104,CORE
SYNSTU0043,C_IT104,CORE
SYNSTU0044,C_IT104,CORE
SYNSTU0045,C_IT104,CORE
SYNSTU0046,C_IT104,CORE
SYNSTU0047,C_IT104,CORE
SYNSTU0048,C_IT104,CORE
SYNSTU0049,C_IT104,CORE
SYNSTU0050,C_IT104,CORE
SYNSTU0051,C_IT104,CORE
SYNSTU0052,C_IT104,CORE
SYNSTU0053,C_IT104,CORE
SYNSTU0054,C_IT104,CORE
SYNSTU0055,C_IT104,CORE
SYNSTU0056,C_IT104,CORE
SYNSTU0057,C_IT104,CORE
SYNSTU0058,C_IT104,CORE
SYNSTU0059,C_IT104,CORE
SYNSTU0060,C_IT104,CORE
SYNSTU0061,C_IT104,CORE
SYNSTU0062,C_IT104,CORE
SYNSTU0063,C_IT104,CORE
SYNSTU0064,C_IT104,CORE
SYNSTU0065,C_IT104,CORE
SYNSTU0066,C_IT104,CORE
SYNSTU0067,C_IT104,CORE
SYNSTU0068,C_IT104,CORE
SYNSTU0069,C_IT104,CORE
SYNSTU0070,C_IT104,CORE
SYNSTU0001,C_IT105,CORE
SYNSTU0002,C_IT105,CORE
SYNSTU0003,C_IT105,CORE
SYNSTU0004,C_IT105,CORE
SYNSTU0005,C_IT105,CORE
SYNSTU0006,C_IT105,CORE
SYNSTU0007,C_IT105,CORE
SYNSTU0008,C_IT105,CORE
SYNSTU0009,C_IT105,CORE
SYNSTU0010,C_IT105,CORE
SYNSTU0011,C_IT105,CORE
SYNSTU0012,C_IT105,CORE
SYNSTU0013,C_IT105,CORE
SYNSTU0014,C_IT105,CORE
SYNSTU0015,C_IT105,CORE
SYNSTU0016,C_IT105,CORE
SYNSTU0017,C_IT105,CORE
SYNSTU0018,C_IT105,CORE
SYNSTU0019,C_IT105,CORE
SYNSTU0020,C_IT105,CORE
SYNSTU0021,C_IT105,CORE
SYNSTU0022,C_IT105,CORE
SYNSTU0023,C_IT105,CORE
SYNSTU0024,C_IT105,CORE
SYNSTU0025,C_IT105,CORE
SYNSTU0026,C_IT105,CORE
SYNSTU0027,C_IT105,CORE
SYNSTU0028,C_IT105,CORE
SYNSTU0029,C_IT105,CORE
SYNSTU0030,C_IT105,CORE
SYNSTU0031,C_IT105,CORE
SYNSTU0032,C_IT105,CORE
SYNSTU0033,C_IT105,CORE
SYNSTU0034,C_IT105,CORE
SYNSTU0035,C_IT105,CORE
SYNSTU0036,C_IT105,CORE
SYNSTU0037,C_IT105,CORE
SYNSTU0038,C_IT105,CORE
SYNSTU0039,C_IT105,CORE
SYNSTU0040,C_IT105,CORE
SYNSTU0041,C_IT105,CORE
SYNSTU0042,C_IT105,CORE
SYNSTU0043,C_IT105,CORE
SYNSTU0044,C_IT105,CORE
SYNSTU0045,C_IT105,CORE
SYNSTU0046,C_IT105,CORE
SYNSTU0047,C_IT105,CORE
SYNSTU0048,C_IT105,CORE
SYNSTU0049,C_IT105,CORE
SYNSTU0050,C_IT105,CORE
SYNSTU0051,C_IT105,CORE
SYNSTU0052,C_IT105,CORE
SYNSTU0053,C_IT105,CORE
SYNSTU0054,C_IT105,CORE
SYNSTU0055,C_IT105,CORE
SYNSTU0056,C_IT105,CORE
SYNSTU0057,C_IT105,CORE
SYNSTU0058,C_IT105,CORE
SYNSTU0059,C_IT105,CORE
SYNSTU0060,C_IT105,CORE
SYNSTU0061,C_IT105,CORE
SYNSTU0062,C_IT105,CORE
SYNSTU0063,C_IT105,CORE
SYNSTU0064,C_IT105,CORE
SYNSTU0065,C_IT105,CORE
SYNSTU0066,C_IT105,CORE
SYNSTU0067,C_IT105,CORE
SYNSTU0068,C_IT105,CORE
SYNSTU0069,C_IT105,CORE
SYNSTU0070,C_IT105,CORE
SYNSTU0071,C_IT201,CORE
SYNSTU0072,C_IT201,CORE
SYNSTU0073,C_IT201,CORE
SYNSTU0074,C_IT201,CORE
SYNSTU0075,C_IT201,CORE
SYNSTU0076,C_IT201,CORE
SYNSTU0077,C_IT201,CORE
SYNSTU0078,C_IT201,CORE
SYNSTU0079,C_IT201,CORE
SYNSTU0080,C_IT201,CORE
SYNSTU0081,C_IT201,CORE
SYNSTU0082,C_IT201,CORE
SYNSTU0083,C_IT201,CORE
SYNSTU0084,C_IT201,CORE
SYNSTU0085,C_IT201,CORE
SYNSTU0086,C_IT201,CORE
SYNSTU0087,C_IT201,CORE
SYNSTU0088,C_IT201,CORE
SYNSTU0089,C_IT201,CORE
SYNSTU0090,C_IT201,CORE
SYNSTU0091,C_IT201,CORE
SYNSTU0092,C_IT201,CORE
SYNSTU0093,C_IT201,CORE
SYNSTU0094,C_IT201,CORE
SYNSTU0095,C_IT201,CORE
SYNSTU0096,C_IT201,CORE
SYNSTU0097,C_IT201,CORE
SYNSTU0098,C_IT201,CORE
SYNSTU0099,C_IT201,CORE
SYNSTU0100,C_IT201,CORE
SYNSTU0101,C_IT201,CORE
SYNSTU0102,C_IT201,CORE
SYNSTU0103,C_IT201,CORE
SYNSTU0104,C_IT201,CORE
SYNSTU0105,C_IT201,CORE
SYNSTU0106,C_IT201,CORE
SYNSTU0107,C_IT201,CORE
SYNSTU0108,C_IT201,CORE
SYNSTU0109,C_IT201,CORE
SYNSTU0110,C_IT201,CORE
SYNSTU0111,C_IT201,CORE
SYNSTU0112,C_IT201,CORE
SYNSTU0113,C_IT201,CORE
SYNSTU0114,C_IT201,CORE
SYNSTU0115,C_IT201,CORE
SYNSTU0116,C_IT201,CORE
SYNSTU0117,C_IT201,CORE
SYNSTU0118,C_IT201,CORE
SYNSTU0119,C_IT201,CORE
SYNSTU0120,C_IT201,CORE
SYNSTU0121,C_IT201,CORE
SYNSTU0122,C_IT201,CORE
SYNSTU0123,C_IT201,CORE
SYNSTU0124,C_IT201,CORE
SYNSTU0125,C_IT201,CORE
SYNSTU0126,C_IT201,CORE
SYNSTU0127,C_IT201,CORE
SYNSTU0128,C_IT201,CORE
SYNSTU0129,C_IT201,CORE
SYNSTU0130,C_IT201,CORE
SYNSTU0131,C_IT201,CORE
SYNSTU0132,C_IT201,CORE
SYNSTU0133,C_IT201,CORE
SYNSTU0134,C_IT201,CORE
SYNSTU0135,C_IT201,CORE
SYNSTU0071,C_IT202,CORE
SYNSTU0072,C_IT202,CORE
SYNSTU0073,C_IT202,CORE
SYNSTU0074,C_IT202,CORE
SYNSTU0075,C_IT202,CORE
SYNSTU0076,C_IT202,CORE
SYNSTU0077,C_IT202,CORE
SYNSTU0078,C_IT202,CORE
SYNSTU0079,C_IT202,CORE
SYNSTU0080,C_IT202,CORE
SYNSTU0081,C_IT202,CORE
SYNSTU0082,C_IT202,CORE
SYNSTU0083,C_IT202,CORE
SYNSTU0084,C_IT202,CORE
SYNSTU0085,C_IT202,CORE
SYNSTU0086,C_IT202,CORE
SYNSTU0087,C_IT202,CORE
SYNSTU0088,C_IT202,CORE
SYNSTU0089,C_IT202,CORE
SYNSTU0090,C_IT202,CORE
SYNSTU0091,C_IT202,CORE
SYNSTU0092,C_IT202,CORE
SYNSTU0093,C_IT202,CORE
SYNSTU0094,C_IT202,CORE
SYNSTU0095,C_IT202,CORE
SYNSTU0096,C_IT202,CORE
SYNSTU0097,C_IT202,CORE
SYNSTU0098,C_IT202,CORE
SYNSTU0099,C_IT202,CORE
SYNSTU0100,C_IT202,CORE
SYNSTU0101,C_IT202,CORE
SYNSTU0102,C_IT202,CORE
SYNSTU0103,C_IT202,CORE
SYNSTU0104,C_IT202,CORE
SYNSTU0105,C_IT202,CORE
SYNSTU0106,C_IT202,CORE
SYNSTU0107,C_IT202,CORE
SYNSTU0108,C_IT202,CORE
SYNSTU0109,C_IT202,CORE
SYNSTU0110,C_IT202,CORE
SYNSTU0111,C_IT202,CORE
SYNSTU0112,C_IT202,CORE
SYNSTU0113,C_IT202,CORE
SYNSTU0114,C_IT202,CORE
SYNSTU0115,C_IT202,CORE
SYNSTU0116,C_IT202,CORE
SYNSTU0117,C_IT202,CORE
SYNSTU0118,C_IT202,CORE
SYNSTU0119,C_IT202,CORE
SYNSTU0120,C_IT202,CORE
SYNSTU0121,C_IT202,CORE
SYNSTU0122,C_IT202,CORE
SYNSTU0123,C_IT202,CORE
SYNSTU0124,C_IT202,CORE
SYNSTU0125,C_IT202,CORE
SYNSTU0126,C_IT202,CORE
SYNSTU0127,C_IT202,CORE
SYNSTU0128,C_IT202,CORE
SYNSTU0129,C_IT202,CORE
SYNSTU0130,C_IT202,CORE
SYNSTU0131,C_IT202,CORE
SYNSTU0132,C_IT202,CORE
SYNSTU0133,C_IT202,CORE
SYNSTU0134,C_IT202,CORE
SYNSTU0135,C_IT202,CORE
SYNSTU0071,C_IT203,CORE
SYNSTU0072,C_IT203,CORE
SYNSTU0073,C_IT203,CORE
SYNSTU0074,C_IT203,CORE
SYNSTU0075,C_IT203,CORE
SYNSTU0076,C_IT203,CORE
SYNSTU0077,C_IT203,CORE
SYNSTU0078,C_IT203,CORE
SYNSTU0079,C_IT203,CORE
SYNSTU0080,C_IT203,CORE
SYNSTU0081,C_IT203,CORE
SYNSTU0082,C_IT203,CORE
SYNSTU0083,C_IT203,CORE
SYNSTU0084,C_IT203,CORE
SYNSTU0085,C_IT203,CORE
SYNSTU0086,C_IT203,CORE
SYNSTU0087,C_IT203,CORE
SYNSTU0088,C_IT203,CORE
SYNSTU0089,C_IT203,CORE
SYNSTU0090,C_IT203,CORE
SYNSTU0091,C_IT203,CORE
SYNSTU0092,C_IT203,CORE
SYNSTU0093,C_IT203,CORE
SYNSTU0094,C_IT203,CORE
SYNSTU0095,C_IT203,CORE
SYNSTU0096,C_IT203,CORE
SYNSTU0097,C_IT203,CORE
SYNSTU0098,C_IT203,CORE
SYNSTU0099,C_IT203,CORE
SYNSTU0100,C_IT203,CORE
SYNSTU0101,C_IT203,CORE
SYNSTU0102,C_IT203,CORE
SYNSTU0103,C_IT203,CORE
SYNSTU0104,C_IT203,CORE
SYNSTU0105,C_IT203,CORE
SYNSTU0106,C_IT203,CORE
SYNSTU0107,C_IT203,CORE
SYNSTU0108,C_IT203,CORE
SYNSTU0109,C_IT203,CORE
SYNSTU0110,C_IT203,CORE
SYNSTU0111,C_IT203,CORE
SYNSTU0112,C_IT203,CORE
SYNSTU0113,C_IT203,CORE
SYNSTU0114,C_IT203,CORE
SYNSTU0115,C_IT203,CORE
SYNSTU0116,C_IT203,CORE
SYNSTU0117,C_IT203,CORE
SYNSTU0118,C_IT203,CORE
SYNSTU0119,C_IT203,CORE
SYNSTU0120,C_IT203,CORE
SYNSTU0121,C_IT203,CORE
SYNSTU0122,C_IT203,CORE
SYNSTU0123,C_IT203,CORE
SYNSTU0124,C_IT203,CORE
SYNSTU0125,C_IT203,CORE
SYNSTU0126,C_IT203,CORE
SYNSTU0127,C_IT203,CORE
SYNSTU0128,C_IT203,CORE
SYNSTU0129,C_IT203,CORE
SYNSTU0130,C_IT203,CORE
SYNSTU0131,C_IT203,CORE
SYNSTU0132,C_IT203,CORE
SYNSTU0133,C_IT203,CORE
SYNSTU0134,C_IT203,CORE
SYNSTU0135,C_IT203,CORE
SYNSTU0071,C_IT204,CORE
SYNSTU0072,C_IT204,CORE
SYNSTU0073,C_IT204,CORE
SYNSTU0074,C_IT204,CORE
SYNSTU0075,C_IT204,CORE
SYNSTU0076,C_IT204,CORE
SYNSTU0077,C_IT204,CORE
SYNSTU0078,C_IT204,CORE
SYNSTU0079,C_IT204,CORE
SYNSTU0080,C_IT204,CORE
SYNSTU0081,C_IT204,CORE
SYNSTU0082,C_IT204,CORE
SYNSTU0083,C_IT204,CORE
SYNSTU0084,C_IT204,CORE
SYNSTU0085,C_IT204,CORE
SYNSTU0086,C_IT204,CORE
SYNSTU0087,C_IT204,CORE
SYNSTU0088,C_IT204,CORE
SYNSTU0089,C_IT204,CORE
SYNSTU0090,C_IT204,CORE
SYNSTU0091,C_IT204,CORE
SYNSTU0092,C_IT204,CORE
SYNSTU0093,C_IT204,CORE
SYNSTU0094,C_IT204,CORE
SYNSTU0095,C_IT204,CORE
SYNSTU0096,C_IT204,CORE
SYNSTU0097,C_IT204,CORE
SYNSTU0098,C_IT204,CORE
SYNSTU0099,C_IT204,CORE
SYNSTU0100,C_IT204,CORE
SYNSTU0101,C_IT204,CORE
SYNSTU0102,C_IT204,CORE
SYNSTU0103,C_IT204,CORE
SYNSTU0104,C_IT204,CORE
SYNSTU0105,C_IT204,CORE
SYNSTU0106,C_IT204,CORE
SYNSTU0107,C_IT204,CORE
SYNSTU0108,C_IT204,CORE
SYNSTU0109,C_IT204,CORE
SYNSTU0110,C_IT204,CORE
SYNSTU0111,C_IT204,CORE
SYNSTU0112,C_IT204,CORE
SYNSTU0113,C_IT204,CORE
SYNSTU0114,C_IT204,CORE
SYNSTU0115,C_IT204,CORE
SYNSTU0116,C_IT204,CORE
SYNSTU0117,C_IT204,CORE
SYNSTU0118,C_IT204,CORE
SYNSTU0119,C_IT204,CORE
SYNSTU0120,C_IT204,CORE
SYNSTU0121,C_IT204,CORE
SYNSTU0122,C_IT204,CORE
SYNSTU0123,C_IT204,CORE
SYNSTU0124,C_IT204,CORE
SYNSTU0125,C_IT204,CORE
SYNSTU0126,C_IT204,CORE
SYNSTU0127,C_IT204,CORE
SYNSTU0128,C_IT204,CORE
SYNSTU0129,C_IT204,CORE
SYNSTU0130,C_IT204,CORE
SYNSTU0131,C_IT204,CORE
SYNSTU0132,C_IT204,CORE
SYNSTU0133,C_IT204,CORE
SYNSTU0134,C_IT204,CORE
SYNSTU0135,C_IT204,CORE
SYNSTU0071,C_OAE01,OAE
SYNSTU0072,C_OAE02,OAE
SYNSTU0073,C_OAE01,OAE
SYNSTU0074,C_OAE02,OAE
SYNSTU0075,C_OAE01,OAE
SYNSTU0076,C_OAE02,OAE
SYNSTU0077,C_OAE01,OAE
SYNSTU0078,C_OAE02,OAE
SYNSTU0079,C_OAE01,OAE
SYNSTU0080,C_OAE02,OAE
SYNSTU0081,C_OAE01,OAE
SYNSTU0082,C_OAE02,OAE
SYNSTU0083,C_OAE01,OAE
SYNSTU0084,C_OAE02,OAE
SYNSTU0085,C_OAE01,OAE
SYNSTU0086,C_OAE02,OAE
SYNSTU0087,C_OAE01,OAE
SYNSTU0088,C_OAE02,OAE
SYNSTU0089,C_OAE01,OAE
SYNSTU0090,C_OAE02,OAE
SYNSTU0091,C_OAE01,OAE
SYNSTU0092,C_OAE02,OAE
SYNSTU0093,C_OAE01,OAE
SYNSTU0094,C_OAE02,OAE
SYNSTU0095,C_OAE01,OAE
SYNSTU0096,C_OAE02,OAE
SYNSTU0097,C_OAE01,OAE
SYNSTU0098,C_OAE02,OAE
SYNSTU0099,C_OAE01,OAE
SYNSTU0100,C_OAE02,OAE
SYNSTU0101,C_OAE01,OAE
SYNSTU0102,C_OAE02,OAE
SYNSTU0103,C_OAE01,OAE
SYNSTU0104,C_OAE02,OAE
SYNSTU0105,C_OAE01,OAE
SYNSTU0106,C_OAE02,OAE
SYNSTU0107,C_OAE01,OAE
SYNSTU0108,C_OAE02,OAE
SYNSTU0109,C_OAE01,OAE
SYNSTU0110,C_OAE02,OAE
SYNSTU0111,C_OAE01,OAE
SYNSTU0112,C_OAE02,OAE
SYNSTU0113,C_OAE01,OAE
SYNSTU0114,C_OAE02,OAE
SYNSTU0115,C_OAE01,OAE
SYNSTU0116,C_OAE02,OAE
SYNSTU0117,C_OAE01,OAE
SYNSTU0118,C_OAE02,OAE
SYNSTU0119,C_OAE01,OAE
SYNSTU0120,C_OAE02,OAE
SYNSTU0121,C_OAE01,OAE
SYNSTU0122,C_OAE02,OAE
SYNSTU0123,C_OAE01,OAE
SYNSTU0124,C_OAE02,OAE
SYNSTU0125,C_OAE01,OAE
SYNSTU0126,C_OAE02,OAE
SYNSTU0127,C_OAE01,OAE
SYNSTU0128,C_OAE02,OAE
SYNSTU0129,C_OAE01,OAE
SYNSTU0130,C_OAE02,OAE
SYNSTU0131,C_OAE01,OAE
SYNSTU0132,C_OAE02,OAE
SYNSTU0133,C_OAE01,OAE
SYNSTU0134,C_OAE02,OAE
SYNSTU0135,C_OAE01,OAE
SYNSTU0136,C_MECH101,CORE
SYNSTU0137,C_MECH101,CORE
SYNSTU0138,C_MECH101,CORE
SYNSTU0139,C_MECH101,CORE
SYNSTU0140,C_MECH101,CORE
SYNSTU0141,C_MECH101,CORE
SYNSTU0142,C_MECH101,CORE
SYNSTU0143,C_MECH101,CORE
SYNSTU0144,C_MECH101,CORE
SYNSTU0145,C_MECH101,CORE
SYNSTU0146,C_MECH101,CORE
SYNSTU0147,C_MECH101,CORE
SYNSTU0148,C_MECH101,CORE
SYNSTU0149,C_MECH101,CORE
SYNSTU0150,C_MECH101,CORE
SYNSTU0151,C_MECH101,CORE
SYNSTU0152,C_MECH101,CORE
SYNSTU0153,C_MECH101,CORE
SYNSTU0154,C_MECH101,CORE
SYNSTU0155,C_MECH101,CORE
SYNSTU0156,C_MECH101,CORE
SYNSTU0157,C_MECH101,CORE
SYNSTU0158,C_MECH101,CORE
SYNSTU0159,C_MECH101,CORE
SYNSTU0160,C_MECH101,CORE
SYNSTU0161,C_MECH101,CORE
SYNSTU0162,C_MECH101,CORE
SYNSTU0163,C_MECH101,CORE
SYNSTU0164,C_MECH101,CORE
SYNSTU0165,C_MECH101,CORE
SYNSTU0166,C_MECH101,CORE
SYNSTU0167,C_MECH101,CORE
SYNSTU0168,C_MECH101,CORE
SYNSTU0169,C_MECH101,CORE
SYNSTU0170,C_MECH101,CORE
SYNSTU0171,C_MECH101,CORE
SYNSTU0172,C_MECH101,CORE
SYNSTU0173,C_MECH101,CORE
SYNSTU0174,C_MECH101,CORE
SYNSTU0175,C_MECH101,CORE
SYNSTU0176,C_MECH101,CORE
SYNSTU0177,C_MECH101,CORE
SYNSTU0178,C_MECH101,CORE
SYNSTU0179,C_MECH101,CORE
SYNSTU0180,C_MECH101,CORE
SYNSTU0181,C_MECH101,CORE
SYNSTU0182,C_MECH101,CORE
SYNSTU0183,C_MECH101,CORE
SYNSTU0184,C_MECH101,CORE
SYNSTU0185,C_MECH101,CORE
SYNSTU0186,C_MECH101,CORE
SYNSTU0187,C_MECH101,CORE
SYNSTU0188,C_MECH101,CORE
SYNSTU0189,C_MECH101,CORE
