faculty_id,slot_id,available,preference_score
SF003,WED_1400,True,2
SF003,WED_1500,True,4
SF003,WED_1600,True,2
SF003,THU_0900,True,2
SF003,THU_1000,True,2
SF003,THU_1100,True,2
SF003,THU_1200,True,4
SF003,THU_1400,True,2
SF003,THU_1500,True,4
SF003,THU_1600,True,4
SF003,FRI_0900,True,3
SF003,FRI_1000,True,4
SF003,FRI_1100,True,4
SF003,FRI_1200,True,3
SF003,FRI_1400,True,3
SF003,FRI_1500,True,4
SF003,FRI_1600,True,4
SF004,MON_0900,True,3
SF004,MON_1000,True,4
SF004,MON_1100,True,3
SF004,MON_1200,True,3
SF004,MON_1400,True,2
SF004,MON_1500,True,4
SF004,MON_1600,True,3
SF004,TUE_0900,True,4
SF004,TUE_1000,True,4
SF004,TUE_1100,True,3
SF004,TUE_1200,True,4
SF004,TUE_1400,True,3
SF004,TUE_1500,True,4
SF004,TUE_1600,True,3
SF004,WED_0900,True,3
SF004,WED_1000,True,4
SF004,WED_1100,True,2
SF004,WED_1200,True,2
SF004,WED_1400,True,2
SF004,WED_1500,True,3
SF004,WED_1600,True,3
SF004,THU_0900,True,3
SF004,THU_1000,True,4
SF004,THU_1100,True,2
SF004,THU_1200,True,3
SF004,THU_1400,True,4
SF004,THU_1500,True,4
SF004,THU_1600,True,2
SF004,FRI_0900,True,3
SF004,FRI_1000,True,2
SF004,FRI_1100,True,4
SF004,FRI_1200,True,3
SF004,FRI_1400,True,2
SF004,FRI_1500,True,3
SF004,FRI_1600,True,2
SF005,MON_0900,True,3
SF005,MON_1000,True,2
SF005,MON_1100,True,2
SF005,MON_1200,True,3
SF005,MON_1400,True,3
SF005,MON_1500,True,4
SF005,MON_1600,True,4
SF005,TUE_0900,True,4
SF005,TUE_1000,True,4
SF005,TUE_1100,True,2
SF005,TUE_1200,True,2
SF005,TUE_1400,True,3
SF005,TUE_1500,True,2
SF005,TUE_1600,True,3
SF005,WED_0900,True,3
SF005,WED_1000,True,2
SF005,WED_1100,True,3
SF005,WED_1200,True,2
SF005,WED_1400,True,3
SF005,WED_1500,True,3
SF005,WED_1600,True,3
SF005,THU_0900,True,3
SF005,THU_1000,True,3
SF005,THU_1100,True,3
SF005,THU_1200,True,2
SF005,THU_1400,True,3
SF005,THU_1500,True,2
SF005,THU_1600,True,3
SF005,FRI_0900,True,2
SF005,FRI_1000,True,3
SF005,FRI_1100,True,4
SF005,FRI_1200,True,2
SF005,FRI_1400,True,3
SF005,FRI_1500,True,4
SF005,FRI_1600,True,4
SF006,MON_0900,True,3
SF006,MON_1000,True,3
SF006,MON_1100,True,3
SF006,MON_1200,True,4
SF006,MON_1400,True,3
SF006,MON_1500,True,3
SF006,MON_1600,True,2
SF006,TUE_0900,True,4
SF006,TUE_1000,True,2
SF006,TUE_1100,True,3
SF006,TUE_1200,True,4
SF006,TUE_1400,True,3
SF006,TUE_1500,True,2
SF006,TUE_1600,True,4
SF006,WED_0900,True,3
SF006,WED_1000,True,3
SF006,WED_1100,True,3
SF006,WED_1200,True,2
SF006,WED_1400,True,3
SF006,WED_1500,True,4
SF006,WED_1600,True,2
SF006,THU_0900,True,3
SF006,THU_1000,True,2
SF006,THU_1100,True,4
SF006,THU_1200,True,2
SF006,THU_1400,True,3
SF006,THU_1500,True,3
SF006,THU_1600,True,2
SF006,FRI_0900,True,4
SF006,FRI_1000,True,4
SF006,FRI_1100,True,4
SF006,FRI_1200,True,3
SF006,FRI_1400,False,3
SF006,FRI_1500,False,3
SF006,FRI_1600,False,3
SF007,MON_0900,True,3
SF007,MON_1000,True,2
SF007,MON_1100,True,2
SF007,MON_1200,True,4
SF007,MON_1400,True,4
SF007,MON_1500,True,2
SF007,MON_1600,True,2
SF007,TUE_0900,True,3
SF007,TUE_1000,True,3
SF007,TUE_1100,True,3
SF007,TUE_1200,True,3
SF007,TUE_1400,True,3
SF007,TUE_1500,True,2
SF007,TUE_1600,True,3
SF007,WED_0900,True,3
SF007,WED_1000,True,4
SF007,WED_1100,True,3
SF007,WED_1200,True,4
SF007,WED_1400,True,2
SF007,WED_1500,True,3
SF007,WED_1600,True,2
SF007,THU_0900,True,3
SF007,THU_1000,True,3
SF007,THU_1100,True,3
SF007,THU_1200,True,4
SF007,THU_1400,True,3
SF007,THU_1500,True,3
SF007,THU_1600,True,4
SF007,FRI_0900,True,2
SF007,FRI_1000,True,4
SF007,FRI_1100,True,2
SF007,FRI_1200,True,3
SF007,FRI_1400,True,2
SF007,FRI_1500,True,3
SF007,FRI_1600,True,4
SF008,MON_0900,True,3
SF008,MON_1000,True,3
SF008,MON_1100,True,3
SF008,MON_1200,True,3
SF008,MON_1400,True,3
SF008,MON_1500,True,2
SF008,MON_1600,True,3
SF008,TUE_0900,True,3
SF008,TUE_1000,True,3
SF008,TUE_1100,True,3
SF008,TUE_1200,True,3
SF008,TUE_1400,True,2
SF008,TUE_1500,True,3
SF008,TUE_1600,True,3
SF008,WED_0900,True,3
SF008,WED_1000,True,2
SF008,WED_1100,True,2
SF008,WED_1200,True,4
SF008,WED_1400,True,3
SF008,WED_1500,True,3
SF008,WED_1600,True,2
SF008,THU_0900,True,4
SF008,THU_1000,True,3
SF008,THU_1100,True,4
SF008,THU_1200,True,3
SF008,THU_1400,True,3
SF008,THU_1500,True,3
SF008,THU_1600,True,3
SF008,FRI_0900,True,3
SF008,FRI_1000,True,3
SF008,FRI_1100,True,2
SF008,FRI_1200,True,3
SF008,FRI_1400,False,3
SF008,FRI_1500,False,3
SF008,FRI_1600,False,3
SF009,MON_0900,True,3
SF009,MON_1000,True,2
SF009,MON_1100,True,3
SF009,MON_1200,True,2
SF009,MON_1400,True,4
SF009,MON_1500,True,3
SF009,MON_1600,True,3
SF009,TUE_0900,True,3
SF009,TUE_1000,True,2
SF009,TUE_1100,True,3
SF009,TUE_1200,True,3
SF009,TUE_1400,True,2
SF009,TUE_1500,True,2
SF009,TUE_1600,True,3
SF009,WED_0900,True,2
SF009,WED_1000,True,3
SF009,WED_1100,True,2
SF009,WED_1200,True,2
SF009,WED_1400,True,3
SF009,WED_1500,True,3
SF009,WED_1600,True,4
SF009,THU_0900,True,3
SF009,THU_1000,True,4
SF009,THU_1100,True,4
SF009,THU_1200,True,3
SF009,THU_1400,True,3
SF009,THU_1500,True,2
SF009,THU_1600,True,2
SF009,FRI_0900,True,4
SF009,FRI_1000,True,3
SF009,FRI_1100,True,4
SF009,FRI_1200,True,4
SF009,FRI_1400,True,3
SF009,FRI_1500,True,2
SF009,FRI_1600,True,4
SF010,MON_0900,True,4
SF010,MON_1000,True,3
SF010,MON_1100,True,4
SF010,MON_1200,True,2
SF010,MON_1400,True,3
SF010,MON_1500,True,2
SF010,MON_1600,True,3
SF010,TUE_0900,True,3
SF010,TUE_1000,True,4
SF010,TUE_1100,True,3
SF010,TUE_1200,True,3
SF010,TUE_1400,True,4
SF010,TUE_1500,True,3
SF010,TUE_1600,True,4
SF010,WED_0900,True,2
SF010,WED_1000,True,2
SF010,WED_1100,True,4
SF010,WED_1200,True,3
SF010,WED_1400,True,2
SF010,WED_1500,True,3
SF010,WED_1600,True,3
SF010,THU_0900,True,4
SF010,THU_1000,True,4
SF010,THU_1100,True,3
SF010,THU_1200,True,4
SF010,THU_1400,True,4
SF010,THU_1500,True,3
SF010,THU_1600,True,3
SF010,FRI_0900,True,2
SF010,FRI_1000,True,3
SF010,FRI_1100,True,3
SF010,FRI_1200,True,3
SF010,FRI_1400,True,4
SF010,FRI_1500,True,3
SF010,FRI_1600,True,4
SF011,MON_0900,True,3
SF011,MON_1000,True,3
SF011,MON_1100,True,4
SF011,MON_1200,True,3
SF011,MON_1400,True,3
SF011,MON_1500,True,4
SF011,MON_1600,True,3
SF011,TUE_0900,True,2
SF011,TUE_1000,True,2
SF011,TUE_1100,True,4
SF011,TUE_1200,True,2
SF011,TUE_1400,True,2
SF011,TUE_1500,True,2
SF011,TUE_1600,True,3
SF011,WED_0900,True,3
SF011,WED_1000,True,2
SF011,WED_1100,True,3
SF011,WED_1200,True,3
SF011,WED_1400,True,3
SF011,WED_1500,True,3
SF011,WED_1600,True,2
SF011,THU_0900,True,4
SF011,THU_1000,True,4
SF011,THU_1100,True,2
SF011,THU_1200,True,3
SF011,THU_1400,True,3
SF011,THU_1500,True,3
SF011,THU_1600,True,4
SF011,FRI_0900,True,3
SF011,FRI_1000,True,2
SF011,FRI_1100,True,4
SF011,FRI_1200,True,3
SF011,FRI_1400,True,3
SF011,FRI_1500,True,3
SF011,FRI_1600,True,3
SF012,MON_0900,True,2
SF012,MON_1000,True,2
SF012,MON_1100,True,2
SF012,MON_1200,True,3
SF012,MON_1400,True,2
SF012,MON_1500,True,3
SF012,MON_1600,True,4
SF012,TUE_0900,True,4
SF012,TUE_1000,True,2
SF012,TUE_1100,True,4
SF012,TUE_1200,True,3
SF012,TUE_1400,True,3
SF012,TUE_1500,True,4
SF012,TUE_1600,True,2
SF012,WED_0900,True,3
SF012,WED_1000,True,3
SF012,WED_1100,True,3
SF012,WED_1200,True,3
SF012,WED_1400,True,3
SF012,WED_1500,True,4
SF012,WED_1600,True,3
SF012,THU_0900,True,3
SF012,THU_1000,True,2
SF012,THU_1100,True,3
SF012,THU_1200,True,2
SF012,THU_1400,True,4
SF012,THU_1500,True,3
SF012,THU_1600,True,3
SF012,FRI_0900,True,4
SF012,FRI_1000,True,3
SF012,FRI_1100,True,3
SF012,FRI_1200,True,3
SF012,FRI_1400,False,3
SF012,FRI_1500,False,3
SF012,FRI_1600,False,3
SF013,MON_0900,True,2
SF013,MON_1000,True,3
SF013,MON_1100,True,2
SF013,MON_1200,True,4
SF013,MON_1400,True,3
SF013,MON_1500,True,2
SF013,MON_1600,True,3
SF013,TUE_0900,True,2
SF013,TUE_1000,True,4
SF013,TUE_1100,True,3
SF013,TUE_1200,True,2
SF013,TUE_1400,True,3
SF013,TUE_1500,True,3
SF013,TUE_1600,True,3
SF013,WED_0900,True,3
SF013,WED_1000,True,2
SF013,WED_1100,True,3
SF013,WED_1200,True,3
SF013,WED_1400,True,2
SF013,WED_1500,True,3
SF013,WED_1600,True,2
SF013,THU_0900,True,3
SF013,THU_1000,True,3
SF013,THU_1100,True,4
SF013,THU_1200,True,4
SF013,THU_1400,True,3
SF013,THU_1500,True,3
SF013,THU_1600,True,3
SF013,FRI_0900,True,4
SF013,FRI_1000,True,2
SF013,FRI_1100,True,3
SF013,FRI_1200,True,2
SF013,FRI_1400,True,3
SF013,FRI_1500,True,3
SF013,FRI_1600,True,4
SF014,MON_0900,True,4
SF014,MON_1000,True,3
SF014,MON_1100,True,3
SF014,MON_1200,True,2
SF014,MON_1400,True,4
SF014,MON_1500,True,2
SF014,MON_1600,True,2
SF014,TUE_0900,True,3
SF014,TUE_1000,True,3
SF014,TUE_1100,True,4
SF014,TUE_1200,True,2
SF014,TUE_1400,True,3
SF014,TUE_1500,True,3
SF014,TUE_1600,True,4
SF014,WED_0900,True,2
SF014,WED_1000,True,4
SF014,WED_1100,True,3
SF014,WED_1200,True,3
SF014,WED_1400,True,3
SF014,WED_1500,True,3
SF014,WED_1600,True,3
SF014,THU_0900,True,3
SF014,THU_1000,True,3
SF014,THU_1100,True,3
SF014,THU_1200,True,4
SF014,THU_1400,True,2
SF014,THU_1500,True,4
SF014,THU_1600,True,2
SF014,FRI_0900,True,3
SF014,FRI_1000,True,3
SF014,FRI_1100,True,2
SF014,FRI_1200,True,2
SF014,FRI_1400,True,3
SF014,FRI_1500,True,3
SF014,FRI_1600,True,4
SF015,MON_0900,True,4
SF015,MON_1000,True,3
SF015,MON_1100,True,4
SF015,MON_1200,True,3
SF015,MON_1400,True,4
SF015,MON_1500,True,4
SF015,MON_1600,True,2
SF015,TUE_0900,True,4
SF015,TUE_1000,True,3
SF015,TUE_1100,True,4
SF015,TUE_1200,True,4
SF015,TUE_1400,True,3
SF015,TUE_1500,True,3
SF015,TUE_1600,True,3
SF015,WED_0900,True,2
SF015,WED_1000,True,4
SF015,WED_1100,True,3
SF015,WED_1200,True,3
SF015,WED_1400,True,3
SF015,WED_1500,True,3
SF015,WED_1600,True,2
SF015,THU_0900,True,3
SF015,THU_1000,True,4
SF015,THU_1100,True,2
SF015,THU_1200,True,4
SF015,THU_1400,True,2
SF015,THU_1500,True,3
SF015,THU_1600,True,3
SF015,FRI_0900,True,4
SF015,FRI_1000,True,2
SF015,FRI_1100,True,4
SF015,FRI_1200,True,2
SF015,FRI_1400,False,3
SF015,FRI_1500,False,3
SF015,FRI_1600,False,3
SF016,MON_0900,True,4
SF016,MON_1000,True,4
SF016,MON_1100,True,2
SF016,MON_1200,True,2
SF016,MON_1400,True,4
SF016,MON_1500,True,4
SF016,MON_1600,True,3
SF016,TUE_0900,True,3
SF016,TUE_1000,True,3
SF016,TUE_1100,True,2
SF016,TUE_1200,True,3
SF016,TUE_1400,True,4
SF016,TUE_1500,True,2
SF016,TUE_1600,True,2
SF016,WED_0900,True,2
SF016,WED_1000,True,3
SF016,WED_1100,True,4
SF016,WED_1200,True,3
SF016,WED_1400,True,3
SF016,WED_1500,True,2
SF016,WED_1600,True,3
SF016,THU_0900,True,3
SF016,THU_1000,True,2
SF016,THU_1100,True,3
SF016,THU_1200,True,3
SF016,THU_1400,True,2
SF016,THU_1500,True,2
SF016,THU_1600,True,3
SF016,FRI_0900,True,4
SF016,FRI_1000,True,3
SF016,FRI_1100,True,3
SF016,FRI_1200,True,3
SF016,FRI_1400,True,4
SF016,FRI_1500,True,3
SF016,FRI_1600,True,2
SF017,MON_0900,True,3
SF017,MON_1000,True,4
SF017,MON_1100,True,4
SF017,MON_1200,True,2
SF017,MON_1400,True,3
SF017,MON_1500,True,4
SF017,MON_1600,True,3
SF017,TUE_0900,True,4
SF017,TUE_1000,True,2
SF017,TUE_1100,True,2
SF017,TUE_1200,True,4
SF017,TUE_1400,True,3
SF017,TUE_1500,True,3
SF017,TUE_1600,True,3
SF017,WED_0900,True,3
SF017,WED_1000,True,4
SF017,WED_1100,True,4
SF017,WED_1200,True,4
SF017,WED_1400,True,2
SF017,WED_1500,True,3
SF017,WED_1600,True,4
SF017,THU_0900,True,2
SF017,THU_1000,True,3
SF017,THU_1100,True,2
SF017,THU_1200,True,3
SF017,THU_1400,True,3
SF017,THU_1500,True,3
SF017,THU_1600,True,3
SF017,FRI_0900,True,3
SF017,FRI_1000,True,2
SF017,FRI_1100,True,2
SF017,FRI_1200,True,3
SF017,FRI_1400,False,2
SF017,FRI_1500,False,2
SF017,FRI_1600,False,2
SF018,MON_0900,True,3
SF018,MON_1000,True,2
SF018,MON_1100,True,3
SF018,MON_1200,True,3
SF018,MON_1400,True,3
SF018,MON_1500,True,2
SF018,MON_1600,True,4
SF018,TUE_0900,True,3
SF018,TUE_1000,True,4
SF018,TUE_1100,True,3
SF018,TUE_1200,True,3
SF018,TUE_1400,True,2
SF018,TUE_1500,True,3
SF018,TUE_1600,True,2
SF018,WED_0900,True,4
SF018,WED_1000,True,4
SF018,WED_1100,True,4
SF018,WED_1200,True,4
SF018,WED_1400,True,3
SF018,WED_1500,True,3
SF018,WED_1600,True,3
SF018,THU_0900,True,4
SF018,THU_1000,True,2
SF018,THU_1100,True,3
SF018,THU_1200,True,2
SF018,THU_1400,True,3
SF018,THU_1500,True,3
SF018,THU_1600,True,3
SF018,FRI_0900,True,2
SF018,FRI_1000,True,3
SF018,FRI_1100,True,2
SF018,FRI_1200,True,4
SF018,FRI_1400,True,4
SF018,FRI_1500,True,3
SF018,FRI_1600,True,2
SF019,MON_0900,True,3
SF019,MON_1000,True,4
SF019,MON_1100,True,3
SF019,MON_1200,True,3
SF019,MON_1400,True,3
SF019,MON_1500,True,4
SF019,MON_1600,True,3
SF019,TUE_0900,True,3
SF019,TUE_1000,True,3
SF019,TUE_1100,True,2
SF019,TUE_1200,True,2
SF019,TUE_1400,True,2
SF019,TUE_1500,True,3
SF019,TUE_1600,True,3
SF019,WED_0900,True,2
SF019,WED_1000,True,2
SF019,WED_1100,True,3
SF019,WED_1200,True,4
SF019,WED_1400,True,3
SF019,WED_1500,True,3
SF019,WED_1600,True,3
SF019,THU_0900,True,4
SF019,THU_1000,True,3
SF019,THU_1100,True,3
SF019,THU_1200,True,2
SF019,THU_1400,True,2
SF019,THU_1500,True,3
SF019,THU_1600,True,3
SF019,FRI_0900,True,3
SF019,FRI_1000,True,3
SF019,FRI_1100,True,4
SF019,FRI_1200,True,3
SF019,FRI_1400,True,3
SF019,FRI_1500,True,3
SF019,FRI_1600,True,3
SF020,MON_0900,True,3
SF020,MON_1000,True,4
SF020,MON_1100,True,4
SF020,MON_1200,True,4
SF020,MON_1400,True,3
SF020,MON_1500,True,3
SF020,MON_1600,True,4
SF020,TUE_0900,True,4
SF020,TUE_1000,True,3
SF020,TUE_1100,True,3
SF020,TUE_1200,True,4
SF020,TUE_1400,True,2
SF020,TUE_1500,True,3
SF020,TUE_1600,True,2
SF020,WED_0900,True,4
SF020,WED_1000,True,4
SF020,WED_1100,True,3
SF020,WED_1200,True,2
SF020,WED_1400,True,3
SF020,WED_1500,True,2
SF020,WED_1600,True,3
SF020,THU_0900,True,4
SF020,THU_1000,True,3
SF020,THU_1100,True,4
SF020,THU_1200,True,4
SF020,THU_1400,True,2
SF020,THU_1500,True,4
SF020,THU_1600,True,2
SF020,FRI_0900,True,4
SF020,FRI_1000,True,4
SF020,FRI_1100,True,3
SF020,FRI_1200,True,3
SF020,FRI_1400,False,3
SF020,FRI_1500,False,2
SF020,FRI_1600,False,3
