faculty_id,course_id,qualification_level,preferred
F0094,C_AR_ARA203,SECONDARY,False
F0107,C_AR_ARA204,PRIMARY,True
F0102,C_AR_ARA204,SECONDARY,False
F0097,C_AR_ARA204,SECONDARY,False
F0095,C_AR_ARA205,PRIMARY,True
F0101,C_AR_ARA205,SECONDARY,False
F0100,C_AR_ARA205,SECONDARY,False
F0106,C_AR_ARA250,PRIMARY,True
F0100,C_AR_ARA250,SECONDARY,False
F0105,C_AR_ARA250,SECONDARY,False
F0107,C_AR_ARA251,PRIMARY,True
F0102,C_AR_ARA251,SECONDARY,False
F0108,C_AR_ARA251,SECONDARY,False
F0096,C_AR_ARA252,PRIMARY,True
F0101,C_AR_ARA252,SECONDARY,False
F0094,C_AR_ARA252,SECONDARY,False
F0096,C_AR_ARA301,PRIMARY,True
F0108,C_AR_ARA301,SECONDARY,False
F0095,C_AR_ARA301,SECONDARY,False
F0093,C_AR_ARA302,PRIMARY,True
F0098,C_AR_ARA302,SECONDARY,False
F0102,C_AR_ARA302,SECONDARY,False
F0098,C_AR_ARA303,PRIMARY,True
F0103,C_AR_ARA303,SECONDARY,False
F0096,C_AR_ARA303,SECONDARY,False
F0108,C_AR_ARA353,PRIMARY,True
F0094,C_AR_ARA353,SECONDARY,False
F0106,C_AR_ARA353,SECONDARY,False
F0091,C_AR_HS301,PRIMARY,True
F0090,C_AR_HS301,SECONDARY,False
F0087,C_AR_HS301,SECONDARY,False
F0090,C_AR_OAEV1,PRIMARY,True
F0089,C_AR_OAEV1,SECONDARY,False
F0092,C_AR_OAEV1,SECONDARY,False
F0089,C_AR_OAEV2,PRIMARY,True
F0090,C_AR_OAEV2,SECONDARY,False
F0087,C_AR_OAEV2,SECONDARY,False
F0099,C_AR_PCEV1,PRIMARY,True
F0102,C_AR_PCEV1,SECONDARY,False
F0107,C_AR_PCEV1,SECONDARY,False
F0108,C_AR_PCEV2,PRIMARY,True
F0101,C_AR_PCEV2,SECONDARY,False
F0097,C_AR_PCEV2,SECONDARY,False
F0106,C_AR_ARA401,PRIMARY,True
F0107,C_AR_ARA401,SECONDARY,False
F0105,C_AR_ARA401,SECONDARY,False
F0094,C_AR_ARA402,PRIMARY,True
F0100,C_AR_ARA402,SECONDARY,False
F0093,C_AR_ARA402,SECONDARY,False
F0099,C_AR_ARA453,PRIMARY,True
F0107,C_AR_ARA453,SECONDARY,False
F0097,C_AR_ARA453,SECONDARY,False
F0088,C_AR_OAEVII1,PRIMARY,True
F0087,C_AR_OAEVII1,SECONDARY,False
F0089,C_AR_OAEVII1,SECONDARY,False
F0091,C_AR_OAEVII2,PRIMARY,True
F0092,C_AR_OAEVII2,SECONDARY,False
F0088,C_AR_OAEVII2,SECONDARY,False
F0098,C_AR_PCEVII1,PRIMARY,True
F0107,C_AR_PCEVII1,SECONDARY,False
F0095,C_AR_PCEVII1,SECONDARY,False
F0100,C_AR_PCEVII2,PRIMARY,True
F0105,C_AR_PCEVII2,SECONDARY,False
F0102,C_AR_PCEVII2,SECONDARY,False
F0112,C_IIOT_AR101,PRIMARY,True
F0114,C_IIOT_AR101,SECONDARY,False
F0110,C_IIOT_AR101,SECONDARY,False
F0110,C_IIOT_AR102,PRIMARY,True
F0115,C_IIOT_AR102,SECONDARY,False
F0113,C_IIOT_AR102,SECONDARY,False
F0110,C_IIOT_AR103,PRIMARY,True
F0111,C_IIOT_AR103,SECONDARY,False
F0114,C_IIOT_AR103,SECONDARY,False
F0116,C_IIOT_AR104,PRIMARY,True
F0115,C_IIOT_AR104,SECONDARY,False
F0112,C_IIOT_AR104,SECONDARY,False
F0116,C_IIOT_AR105,PRIMARY,True
F0111,C_IIOT_AR105,SECONDARY,False
F0114,C_IIOT_AR105,SECONDARY,False
F0114,C_IIOT_AR106,PRIMARY,True
F0111,C_IIOT_AR106,SECONDARY,False
F0109,C_IIOT_AR106,SECONDARY,False
F0117,C_IIOT_AR150,PRIMARY,True
F0118,C_IIOT_AR150,SECONDARY,False
F0121,C_IIOT_AR150,SECONDARY,False
F0120,C_IIOT_AR151,PRIMARY,True
F0118,C_IIOT_AR151,SECONDARY,False
F0119,C_IIOT_AR151,SECONDARY,False
F0117,C_IIOT_AR152,PRIMARY,True
F0121,C_IIOT_AR152,SECONDARY,False
F0122,C_IIOT_AR152,SECONDARY,False
F0131,C_IIOT_ARI201,PRIMARY,True
F0141,C_IIOT_ARI201,SECONDARY,False
F0134,C_IIOT_ARI201,SECONDARY,False
F0134,C_IIOT_ARI202,PRIMARY,True
F0129,C_IIOT_ARI202,SECONDARY,False
F0139,C_IIOT_ARI202,SECONDARY,False
F0129,C_IIOT_ARI203,PRIMARY,True
F0137,C_IIOT_ARI203,SECONDARY,False
F0138,C_IIOT_ARI203,SECONDARY,False
F0129,C_IIOT_ARI204,PRIMARY,True
F0130,C_IIOT_ARI204,SECONDARY,False
F0138,C_IIOT_ARI204,SECONDARY,False
F0133,C_IIOT_ARI205,PRIMARY,True
F0144,C_IIOT_ARI205,SECONDARY,False
F0142,C_IIOT_ARI205,SECONDARY,False
F0138,C_IIOT_ARI250,PRIMARY,True
F0133,C_IIOT_ARI250,SECONDARY,False
F0142,C_IIOT_ARI250,SECONDARY,False
F0138,C_IIOT_ARI251,PRIMARY,True
F0141,C_IIOT_ARI251,SECONDARY,False
F0137,C_IIOT_ARI251,SECONDARY,False
F0130,C_IIOT_ARI252,PRIMARY,True
F0143,C_IIOT_ARI252,SECONDARY,False
F0129,C_IIOT_ARI252,SECONDARY,False
F0136,C_IIOT_ARI301,PRIMARY,True
F0143,C_IIOT_ARI301,SECONDARY,False
F0130,C_IIOT_ARI301,SECONDARY,False
F0133,C_IIOT_ARI302,PRIMARY,True
F0139,C_IIOT_ARI302,SECONDARY,False
F0141,C_IIOT_ARI302,SECONDARY,False
F0130,C_IIOT_ARI303,PRIMARY,True
F0136,C_IIOT_ARI303,SECONDARY,False
F0137,C_IIOT_ARI303,SECONDARY,False
F0131,C_IIOT_ARI353,PRIMARY,True
F0137,C_IIOT_ARI353,SECONDARY,False
F0141,C_IIOT_ARI353,SECONDARY,False
F0127,C_IIOT_HS301,PRIMARY,True
F0126,C_IIOT_HS301,SECONDARY,False
F0125,C_IIOT_HS301,SECONDARY,False
F0128,C_IIOT_OAEV1,PRIMARY,True
F0124,C_IIOT_OAEV1,SECONDARY,False
F0125,C_IIOT_OAEV1,SECONDARY,False
F0128,C_IIOT_OAEV2,PRIMARY,True
F0127,C_IIOT_OAEV2,SECONDARY,False
F0125,C_IIOT_OAEV2,SECONDARY,False
F0134,C_IIOT_PCEV1,PRIMARY,True
F0136,C_IIOT_PCEV1,SECONDARY,False
F0131,C_IIOT_PCEV1,SECONDARY,False
F0135,C_IIOT_PCEV2,PRIMARY,True
F0144,C_IIOT_PCEV2,SECONDARY,False
F0130,C_IIOT_PCEV2,SECONDARY,False
F0139,C_IIOT_ARI401,PRIMARY,True
F0133,C_IIOT_ARI401,SECONDARY,False
F0142,C_IIOT_ARI401,SECONDARY,False
F0137,C_IIOT_ARI402,PRIMARY,True
F0131,C_IIOT_ARI402,SECONDARY,False
F0133,C_IIOT_ARI402,SECONDARY,False
F0134,C_IIOT_ARI453,PRIMARY,True
F0130,C_IIOT_ARI453,SECONDARY,False
F0132,C_IIOT_ARI453,SECONDARY,False
F0127,C_IIOT_OAEVII1,PRIMARY,True
F0123,C_IIOT_OAEVII1,SECONDARY,False
F0124,C_IIOT_OAEVII1,SECONDARY,False
F0126,C_IIOT_OAEVII2,PRIMARY,True
F0124,C_IIOT_OAEVII2,SECONDARY,False
F0125,C_IIOT_OAEVII2,SECONDARY,False
F0129,C_IIOT_PCEVII1,PRIMARY,True
F0134,C_IIOT_PCEVII1,SECONDARY,False
F0142,C_IIOT_PCEVII1,SECONDARY,False
F0143,C_IIOT_PCEVII2,PRIMARY,True
F0135,C_IIOT_PCEVII2,SECONDARY,False
F0131,C_IIOT_PCEVII2,SECONDARY,False
